id,text,sentiment,topic,timestamp,user_id,retweets,likes,followers
tweet_261,Apple is a useless 👎,negative,Apple,2025-08-22 21:01:52,user_351,8,116,717
tweet_262,Tesla Model 3 is not bad agree?,neutral,Tesla Model 3,2025-08-14 01:09:16,user_18,58,127,3381
tweet_263,excellent service Amazon! #hashtag,positive,Amazon,2025-08-04 06:23:30,user_333,46,255,1994
tweet_264,EXCEEDED EXPECTATIONS AMAZON! 😢,positive,Amazon,2025-08-20 14:06:38,user_113,37,187,1891
tweet_265,incredible quality Netflix! via @user,positive,Netflix,2025-08-02 01:12:41,user_195,60,43,9871
tweet_266,excellent service Climate Change! @mention,positive,Climate Change,2025-08-09 17:14:26,user_150,45,493,9504
tweet_267,iPhone 15 is acceptable #hate,neutral,iPhone 15,2025-08-24 21:54:50,user_180,52,61,7618
tweet_268,Microsoft is a worst purchase what do you think?,negative,Microsoft,2025-08-02 00:31:45,user_222,6,101,2578
tweet_269,amazing product Olympics 2024! @mention,positive,Olympics 2024,2025-08-07 00:27:46,user_485,34,156,8492
tweet_270,outstanding Olympics 2024! #amazing,positive,Olympics 2024,2025-08-31 05:21:33,user_326,40,146,57
tweet_271,Olympics 2024 is a terrible quality #hate,negative,Olympics 2024,2025-08-14 19:00:16,user_29,23,87,8594
tweet_272,awesome ChatGPT! 💯,positive,ChatGPT,2025-08-16 21:57:38,user_13,86,354,8858
tweet_273,totally worth it Amazon! #hashtag,positive,Amazon,2025-08-09 10:33:18,user_475,3,142,8340
tweet_274,Google is a regret buying 😍,negative,Google,2025-08-26 02:51:51,user_138,79,153,9964
tweet_275,Climate Change is a avoid this 🔥,negative,Climate Change,2025-08-18 00:40:04,user_377,55,6,5504
tweet_276,fantastic experience Climate Change! thoughts?,positive,Climate Change,2025-08-11 20:32:42,user_204,56,200,1346
tweet_277,Apple is a terrible quality @mention,negative,Apple,2025-08-18 06:53:15,user_418,91,92,1045
tweet_278,Climate Change is decent enough thoughts?!!!,neutral,Climate Change,2025-08-01 21:15:53,user_418,59,65,2499
tweet_279,iPhone 15 is a avoid this #love,negative,iPhone 15,2025-08-15 19:31:40,user_220,40,243,3089
tweet_280,Microsoft is a pathetic #hate,negative,Microsoft,2025-08-22 01:48:18,user_496,42,48,8627
tweet_281,Climate Change is a broken #amazing,negative,Climate Change,2025-08-15 13:01:06,user_125,14,478,3723
tweet_282,ChatGPT is as expected what do you think?,neutral,ChatGPT,2025-08-06 17:55:54,user_380,88,462,2532
tweet_283,exceeded expectations iPhone 15! @mention,positive,iPhone 15,2025-08-08 20:09:20,user_302,18,146,8073
tweet_284,Climate Change is mixed feelings 👍,neutral,Climate Change,2025-08-01 16:52:52,user_243,45,168,6668
tweet_285,Climate Change is as expected lol,neutral,Climate Change,2025-08-15 16:54:12,user_482,46,75,831
tweet_286,Tesla Model 3 is not bad via @user,neutral,Tesla Model 3,2025-08-17 15:46:25,user_357,53,163,6230
tweet_287,Olympics 2024 is a poor service 😢,negative,Olympics 2024,2025-08-22 02:42:29,user_7,85,56,738
tweet_288,blown away Amazon! thoughts?,positive,Amazon,2025-08-22 13:09:31,user_431,88,329,6941
tweet_289,ChatGPT is fair price #amazing,neutral,ChatGPT,2025-08-31 07:19:08,user_147,64,276,8355
tweet_290,Amazon is moderate thoughts?,neutral,Amazon,2025-08-11 12:18:59,user_115,16,223,2232
tweet_291,Microsoft is it's okay 😢,neutral,Microsoft,2025-08-11 15:02:34,user_135,63,310,3515
tweet_292,Olympics 2024 is a not worth it #hate,negative,Olympics 2024,2025-08-25 20:50:53,user_315,66,406,5185
tweet_293,Amazon is acceptable omg,neutral,Amazon,2025-08-26 10:22:28,user_403,15,286,1946
tweet_294,Google is fair price what do you think?,neutral,Google,2025-08-21 11:24:30,user_287,60,229,4917
tweet_295,Apple is a avoid this what do you think?,negative,Apple,2025-08-25 14:12:23,user_151,46,464,2269
tweet_296,Tesla Model 3 is a horrible #hashtag,negative,Tesla Model 3,2025-08-18 09:28:12,user_187,25,21,3066
tweet_297,top notch ChatGPT! 🔥,positive,ChatGPT,2025-08-19 04:14:46,user_119,85,199,5058
tweet_298,Google is reasonable option 👎,neutral,Google,2025-08-21 16:29:19,user_348,29,47,7514
tweet_299,iPhone 15 is average product via @user,neutral,iPhone 15,2025-08-11 04:37:02,user_329,89,34,3554
tweet_300,Google is moderate check this out!,neutral,Google,2025-08-23 15:48:12,user_316,64,351,4840
tweet_301,fantastic experience Google! 👎,positive,Google,2025-08-23 10:53:24,user_246,82,294,463
tweet_302,incredible quality Olympics 2024! #trending,positive,Olympics 2024,2025-08-20 03:13:41,user_465,56,67,4994
tweet_303,totally worth it Tesla Model 3! #fail,positive,Tesla Model 3,2025-08-22 13:46:12,user_317,79,103,8970
tweet_304,amazing product Tesla Model 3! #fail,positive,Tesla Model 3,2025-08-04 07:34:50,user_400,41,207,9472
tweet_305,Tesla Model 3 is average product RT @user:,neutral,Tesla Model 3,2025-08-18 14:16:35,user_62,98,146,5890
tweet_306,Olympics 2024 is a poor service agree?,negative,Olympics 2024,2025-08-06 01:58:02,user_410,25,180,7349
tweet_307,incredible quality Google! #love,positive,Google,2025-08-02 07:03:05,user_143,84,291,1278
tweet_308,love this Olympics 2024! agree?,positive,Olympics 2024,2025-08-17 16:59:40,user_269,34,408,4850
tweet_309,amazing product Climate Change! #trending,positive,Climate Change,2025-08-09 11:39:17,user_459,87,497,9960
tweet_310,love this Microsoft! #hashtag,positive,Microsoft,2025-08-08 19:15:30,user_168,41,294,5635
tweet_311,Amazon is a broken !!!,negative,Amazon,2025-08-23 09:27:31,user_386,55,172,3615
tweet_312,Apple is decent enough 😢,neutral,Apple,2025-08-12 14:42:00,user_51,81,341,8879
tweet_313,incredible quality iPhone 15! #love,positive,iPhone 15,2025-08-20 03:43:36,user_158,90,96,7456
tweet_314,iPhone 15 is a pathetic 👎,negative,iPhone 15,2025-08-27 08:34:13,user_292,12,414,8807
tweet_315,blown away Apple! 😢,positive,Apple,2025-08-06 08:47:42,user_24,7,352,5894
tweet_316,Tesla Model 3 is it's okay #hashtag,neutral,Tesla Model 3,2025-08-27 11:39:59,user_238,59,267,3122
tweet_317,Climate Change is st&ard quality 🔥,neutral,Climate Change,2025-08-12 02:47:20,user_226,95,395,1033
tweet_318,Microsoft is a terrible quality ,negative,Microsoft,2025-08-28 05:02:10,user_463,89,28,6278
tweet_319,Apple is standard quality via @user,neutral,Apple,2025-08-20 22:41:18,user_63,42,483,2556
tweet_320,blown away iPhone 15! omg...,positive,iPhone 15,2025-08-02 15:41:01,user_89,7,101,800
tweet_321,Google is a waste of money #fail!!!,negative,Google,2025-08-13 07:20:53,user_456,45,22,7083
tweet_322,Netflix is mixed feelings check this out!,neutral,Netflix,2025-08-30 20:31:53,user_110,81,136,153
tweet_323,Olympics 2024 is a complete failure @mention,negative,Olympics 2024,2025-08-06 00:59:11,user_345,80,174,7703
tweet_324,Amazon is a total disappointment #hate,negative,Amazon,2025-08-28 11:38:04,user_10,77,18,3610
tweet_325,love this Amazon! 👎,positive,Amazon,2025-08-03 04:09:26,user_92,88,163,6280
tweet_326,totally worth it Tesla Model 3! 👎,positive,Tesla Model 3,2025-08-03 16:45:56,user_389,61,215,4652
tweet_327,amazing product Google! #amazing,positive,Google,2025-08-16 13:44:23,user_64,42,157,993
tweet_328,amazing product Olympics 2024! agree?,positive,Olympics 2024,2025-08-17 10:18:19,user_403,18,451,6961
tweet_329,Olympics 2024 is moderate what do you think?,neutral,Olympics 2024,2025-08-23 08:37:15,user_155,65,379,6223
tweet_330,Amazon is not bad 😍,neutral,Amazon,2025-08-01 21:17:55,user_51,3,450,2382
tweet_331,Apple is could be better #hashtag,neutral,Apple,2025-08-09 08:51:19,user_473,56,297,3279
tweet_332,ChatGPT is decent enough 😢,neutral,ChatGPT,2025-08-24 01:08:25,user_80,68,207,5472
tweet_333,ChatGPT is a disgusting ,negative,ChatGPT,2025-08-20 02:28:39,user_491,43,256,4847
tweet_334,iPhone 15 is a broken #hashtag,negative,iPhone 15,2025-08-19 15:22:31,user_485,77,234,5379
tweet_335,incredible quality Apple! #fail,positive,Apple,2025-08-08 15:28:53,user_158,66,301,4854
tweet_336,totally worth it iPhone 15! 🔥,positive,iPhone 15,2025-08-28 20:25:00,user_103,49,317,9259
tweet_337,blown away iPhone 15! @mention,positive,iPhone 15,2025-08-14 05:27:21,user_311,10,354,8434
tweet_338,exceeded expectations Microsoft! 👍,positive,Microsoft,2025-08-25 09:35:29,user_62,32,6,1311
tweet_339,Tesla Model 3 is a worst purchase what do you think?,negative,Tesla Model 3,2025-08-24 16:29:51,user_111,50,336,6081
tweet_340,amazing product ChatGPT! #amazing,positive,ChatGPT,2025-08-22 05:38:24,user_30,59,498,2965
tweet_341,Google is typical via @user,neutral,Google,2025-08-09 08:39:35,user_417,40,208,6572
tweet_342,Amazon is acceptable via @user,neutral,Amazon,2025-08-28 17:15:25,user_253,35,460,5869
tweet_343,Microsoft is as expected 💯,neutral,Microsoft,2025-08-08 19:17:14,user_96,32,104,3769
tweet_344,Netflix is as expected #amazing,neutral,Netflix,2025-08-13 15:46:56,user_477,87,32,3535
tweet_345,Google is mixed feelings via @user,neutral,Google,2025-08-13 12:26:56,user_103,48,147,1954
tweet_346,amazing product Google! RT @user:,positive,Google,2025-08-20 11:22:39,user_143,0,207,4956
tweet_347,Netflix is a total disappointment 😢!!!,negative,Netflix,2025-08-31 00:10:26,user_56,50,239,5119
tweet_348,awesome Olympics 2024! #love,positive,Olympics 2024,2025-08-31 02:23:18,user_490,42,54,3722
tweet_349,Google is a avoid this #trending,negative,Google,2025-08-21 18:21:25,user_392,40,347,8909
tweet_350,iPhone 15 is a poor service thoughts?,negative,iPhone 15,2025-08-28 08:33:05,user_137,77,210,5576
tweet_351,Microsoft is ordinary via @user!!!,neutral,Microsoft,2025-08-21 18:33:24,user_87,41,100,7403
tweet_352,awesome Amazon! 🔥,positive,Amazon,2025-08-22 08:57:21,user_126,23,339,3536
tweet_353,Microsoft is standard quality omg,neutral,Microsoft,2025-08-25 12:33:55,user_371,50,169,1522
tweet_354,exceeded expectations Climate Change! 👎,positive,Climate Change,2025-08-28 19:50:22,user_156,10,417,3069
tweet_355,Climate Change is a broken agree?,negative,Climate Change,2025-08-03 07:56:46,user_387,57,499,5133
tweet_356,fantastic experience Olympics 2024! 😍,positive,Olympics 2024,2025-08-09 01:55:33,user_15,5,88,236
tweet_357,exceeded expectations ChatGPT! #trending,positive,ChatGPT,2025-08-25 02:51:52,user_245,12,67,3109
tweet_358,incredible quality ChatGPT! omg,positive,ChatGPT,2025-08-17 15:18:19,user_352,98,238,1995
tweet_359,Olympics 2024 is a complete failure lol,negative,Olympics 2024,2025-08-26 20:16:55,user_333,39,376,3319
tweet_360,top notch Tesla Model 3! #hashtag,positive,Tesla Model 3,2025-08-18 22:44:34,user_396,76,277,6194
tweet_361,exceeded expectations Netflix! what do you think?,positive,Netflix,2025-08-14 14:49:03,user_220,57,72,4152
tweet_362,love this Apple! check this out!,positive,Apple,2025-08-19 14:57:35,user_405,58,334,6450
tweet_363,Climate Change is a complete failure 😍,negative,Climate Change,2025-08-30 17:22:40,user_264,99,73,7355
tweet_364,fantastic experience Apple! thoughts?,positive,Apple,2025-08-22 21:31:52,user_17,43,312,7190
tweet_365,Google is a complete failure 💯,negative,Google,2025-08-22 22:06:01,user_217,85,475,7134
tweet_366,awesome Microsoft! ,positive,Microsoft,2025-08-21 10:50:19,user_376,21,2,1765
tweet_367,best ever Google! #love!!!,positive,Google,2025-08-11 06:42:25,user_17,34,114,1953
tweet_368,exceeded expectations iPhone 15! agree?,positive,iPhone 15,2025-08-28 06:43:11,user_310,85,143,1950
tweet_369,Apple is a useless 😍,negative,Apple,2025-08-05 20:16:53,user_431,69,456,9671
tweet_370,Olympics 2024 is a useless via @user,negative,Olympics 2024,2025-08-26 03:57:33,user_208,0,286,6330
tweet_371,Apple is a horrible via @user,negative,Apple,2025-08-04 05:37:38,user_94,94,79,1806
tweet_372,Olympics 2024 is typical agree?,neutral,Olympics 2024,2025-08-27 22:00:53,user_74,93,260,2579
tweet_373,ChatGPT is a horrible 👎,negative,ChatGPT,2025-08-09 22:38:54,user_185,34,109,4178
tweet_374,Google is a worst purchase 😢,negative,Google,2025-08-14 12:57:27,user_189,93,97,6710
tweet_375,Olympics 2024 is ordinary #love,neutral,Olympics 2024,2025-08-19 12:24:15,user_492,98,412,4343
tweet_376,highly recommend Google! #hate,positive,Google,2025-08-10 07:28:50,user_19,42,191,1429
tweet_377,Climate Change is as expected #hashtag,neutral,Climate Change,2025-08-15 08:31:22,user_50,8,91,5410
tweet_378,incredible quality Apple! #amazing,positive,Apple,2025-08-14 11:35:42,user_94,89,14,3394
tweet_379,excellent service iPhone 15! ,positive,iPhone 15,2025-08-26 07:53:08,user_207,72,450,9591
tweet_380,top notch Netflix! #trending,positive,Netflix,2025-08-31 04:50:39,user_107,5,312,5650
tweet_381,Google is decent enough #hashtag,neutral,Google,2025-08-10 01:37:11,user_286,40,398,7660
tweet_382,Tesla Model 3 is a total disappointment #fail,negative,Tesla Model 3,2025-08-03 07:13:42,user_16,12,204,7886
tweet_383,Tesla Model 3 is not bad ,neutral,Tesla Model 3,2025-08-24 15:42:41,user_314,50,432,7057
tweet_384,top notch Google! ,positive,Google,2025-08-31 08:44:05,user_215,15,357,1486
tweet_385,excellent service Climate Change! #trending,positive,Climate Change,2025-08-04 18:27:14,user_129,46,170,5027
tweet_386,Microsoft is decent enough #love,neutral,Microsoft,2025-08-07 12:19:13,user_275,24,179,2425
tweet_387,Netflix is nothing special via @user,neutral,Netflix,2025-08-05 10:56:30,user_343,38,205,6959
tweet_388,outstanding ChatGPT! RT @user:,positive,ChatGPT,2025-08-17 15:17:58,user_269,30,23,2042
tweet_389,Olympics 2024 is a horrible check this out!,negative,Olympics 2024,2025-08-15 22:44:28,user_20,95,390,8635
tweet_390,Google is average product ,neutral,Google,2025-08-23 00:19:10,user_489,77,156,757
tweet_391,best ever Olympics 2024! #amazing,positive,Olympics 2024,2025-08-28 06:47:36,user_347,4,350,1511
tweet_392,ChatGPT is standard quality ,neutral,ChatGPT,2025-08-10 00:26:01,user_132,20,147,7461
tweet_393,Apple is it's okay what do you think?,neutral,Apple,2025-08-14 19:05:23,user_326,49,378,3432
tweet_394,Amazon is ordinary 💯,neutral,Amazon,2025-08-05 02:58:43,user_435,99,64,7469
tweet_395,Google is acceptable thoughts?,neutral,Google,2025-08-05 02:07:35,user_306,72,40,1531
tweet_396,brilliant Climate Change! 😍,positive,Climate Change,2025-08-02 10:53:18,user_22,85,312,4996
tweet_397,iPhone 15 is a terrible quality 🔥,negative,iPhone 15,2025-08-06 18:23:36,user_155,89,409,9807
tweet_398,Google is a pathetic what do you think?,negative,Google,2025-08-22 22:01:18,user_172,18,210,8457
tweet_399,blown away Netflix! 💯,positive,Netflix,2025-08-05 13:53:09,user_77,7,208,423
tweet_400,Tesla Model 3 is a pathetic RT @user:,negative,Tesla Model 3,2025-08-28 20:42:38,user_318,47,456,7157
tweet_401,Climate Change is nothing special check this out!,neutral,Climate Change,2025-08-26 16:45:53,user_497,34,378,9330
tweet_402,Tesla Model 3 is a total disappointment check this out!,negative,Tesla Model 3,2025-08-16 09:11:38,user_130,48,62,9838
tweet_403,amazing product Apple! via @user,positive,Apple,2025-08-19 03:51:25,user_297,79,152,8580
tweet_404,top notch Amazon! 😢,positive,Amazon,2025-08-15 11:35:50,user_56,72,378,7675
tweet_405,fantastic experience Climate Change! #hashtag,positive,Climate Change,2025-08-13 22:38:36,user_157,70,427,1517
tweet_406,iPhone 15 is a disgusting omg,negative,iPhone 15,2025-08-23 13:20:46,user_75,83,56,4570
tweet_407,outstanding Climate Change! 💯,positive,Climate Change,2025-08-24 07:18:03,user_378,56,431,7695
tweet_408,Apple is nothing special #hashtag,neutral,Apple,2025-08-20 21:56:51,user_280,81,219,5829
tweet_409,Climate Change is as expected 💯,neutral,Climate Change,2025-08-12 06:01:14,user_63,14,496,8840
tweet_410,Amazon is not bad RT @user:,neutral,Amazon,2025-08-26 23:20:49,user_293,56,192,4397
tweet_411,Olympics 2024 is could be better lol,neutral,Olympics 2024,2025-08-31 03:30:13,user_316,12,92,72
tweet_412,NETFLIX IS FAIR PRICE OMG,neutral,Netflix,2025-08-05 10:09:32,user_88,68,495,4084
tweet_413,exceeded expectations Apple! 😢,positive,Apple,2025-08-08 21:47:27,user_142,95,183,4297
tweet_414,blown away Apple! 💯,positive,Apple,2025-08-30 16:14:23,user_303,99,385,7622
tweet_415,iPhone 15 is moderate 😍,neutral,iPhone 15,2025-08-15 13:05:03,user_72,96,334,6773
tweet_416,amazing product Climate Change! 🔥,positive,Climate Change,2025-08-24 23:23:04,user_442,50,176,9942
tweet_417,incredible quality Olympics 2024! #amazing,positive,Olympics 2024,2025-08-14 08:01:50,user_116,34,433,8463
tweet_418,Tesla Model 3 is standard quality omg,neutral,Tesla Model 3,2025-08-07 00:25:12,user_113,40,147,8214
tweet_419,top notch Tesla Model 3! #fail,positive,Tesla Model 3,2025-08-06 03:01:11,user_371,2,249,2997
tweet_420,blown away Microsoft! lol,positive,Microsoft,2025-08-04 01:07:10,user_424,64,166,1567
tweet_421,Olympics 2024 is as expected RT @user:,neutral,Olympics 2024,2025-08-07 08:45:50,user_207,85,422,5849
tweet_422,love this Climate Change! thoughts?,positive,Climate Change,2025-08-18 22:38:26,user_107,27,411,2221
tweet_423,exceeded expectations Olympics 2024! check this out!,positive,Olympics 2024,2025-08-16 18:11:14,user_369,65,7,9297
tweet_424,Tesla Model 3 is a worst purchase via @user,negative,Tesla Model 3,2025-08-20 23:35:21,user_371,7,236,8368
tweet_425,iPhone 15 is a total disappointment #hate,negative,iPhone 15,2025-08-23 05:58:31,user_128,48,39,3323
tweet_426,Tesla Model 3 is a broken thoughts?,negative,Tesla Model 3,2025-08-14 18:31:41,user_87,24,161,294
tweet_427,Microsoft is a total disappointment #hate,negative,Microsoft,2025-08-06 22:09:00,user_466,11,49,583
tweet_428,iPhone 15 is as expected 👍,neutral,iPhone 15,2025-08-02 21:04:16,user_151,99,77,7422
tweet_429,highly recommend Climate Change! check this out!,positive,Climate Change,2025-08-10 13:48:41,user_83,85,151,5340
tweet_430,Netflix is a frustrating experience #hashtag,negative,Netflix,2025-08-02 22:23:58,user_174,87,422,843
tweet_431,Apple is a horrible 😢,negative,Apple,2025-08-17 04:36:19,user_93,90,485,9575
tweet_432,highly recommend iPhone 15! #hate,positive,iPhone 15,2025-08-11 20:39:44,user_366,1,104,915
tweet_433,Netflix is typical via @user,neutral,Netflix,2025-08-09 20:50:49,user_3,95,17,3751
tweet_434,totally worth it iPhone 15! 👎,positive,iPhone 15,2025-08-01 17:06:49,user_358,86,190,4903
tweet_435,Tesla Model 3 is a regret buying #trending,negative,Tesla Model 3,2025-08-12 14:09:38,user_45,20,236,4395
tweet_436,top notch ChatGPT! 😢,positive,ChatGPT,2025-08-02 18:03:39,user_147,72,116,3841
tweet_437,Netflix is average product via @user...,neutral,Netflix,2025-08-30 19:49:37,user_286,68,349,6275
tweet_438,Microsoft is a broken @mention,negative,Microsoft,2025-08-14 04:15:44,user_2,52,332,6838
tweet_439,Olympics 2024 is acceptable #amazing,neutral,Olympics 2024,2025-08-30 12:38:11,user_202,80,208,2843
tweet_440,best ever Microsoft! check this out!,positive,Microsoft,2025-08-24 11:40:59,user_387,19,20,4898
tweet_441,excellent service ChatGPT! 💯,positive,ChatGPT,2025-08-09 13:32:58,user_105,61,417,3151
tweet_442,Tesla Model 3 is a worst purchase thoughts?,negative,Tesla Model 3,2025-08-17 17:27:58,user_280,83,226,760
tweet_443,best ever Climate Change! check this out!,positive,Climate Change,2025-08-09 03:01:50,user_299,82,454,109
tweet_444,best ever Tesla Model 3! 😢,positive,Tesla Model 3,2025-08-31 08:11:12,user_478,8,151,3738
tweet_445,Microsoft is as expected 👎,neutral,Microsoft,2025-08-05 06:06:41,user_67,40,423,8217
tweet_446,Microsoft is moderate 😢,neutral,Microsoft,2025-08-07 05:38:13,user_60,74,193,4854
tweet_447,exceeded expectations ChatGPT! agree?,positive,ChatGPT,2025-08-27 12:14:04,user_388,78,19,8280
tweet_448,Tesla Model 3 is a frustrating experience lol,negative,Tesla Model 3,2025-08-16 03:10:08,user_214,42,471,8219
tweet_449,Amazon is acceptable thoughts?,neutral,Amazon,2025-08-25 22:29:03,user_7,93,213,8033
tweet_450,fantastic experience Olympics 2024! agree?,positive,Olympics 2024,2025-08-21 23:49:25,user_35,72,187,7866
tweet_451,outstanding ChatGPT! 😢,positive,ChatGPT,2025-08-22 16:45:42,user_391,35,83,4997
tweet_452,Google is fair price 👎,neutral,Google,2025-08-10 01:26:36,user_283,79,388,2352
tweet_453,iPhone 15 is a pathetic lol,negative,iPhone 15,2025-08-14 11:58:07,user_433,79,309,3244
tweet_454,Google is a useless what do you think?,negative,Google,2025-08-18 11:59:14,user_232,70,393,5276
tweet_455,Google is standard quality via @user,neutral,Google,2025-08-13 11:45:36,user_224,10,371,2462
tweet_456,ChatGPT is a frustrating experience #amazing,negative,ChatGPT,2025-08-12 21:44:09,user_302,49,324,7706
tweet_457,Google is reasonable option RT @user:,neutral,Google,2025-08-13 15:38:53,user_270,7,392,6400
tweet_458,Olympics 2024 is a complete failure what do you think?,negative,Olympics 2024,2025-08-29 18:05:28,user_491,47,25,4900
tweet_459,ChatGPT is a complete failure #amazing,negative,ChatGPT,2025-08-07 16:40:26,user_36,27,45,9877
tweet_460,top notch Apple! 👍,positive,Apple,2025-08-08 16:33:20,user_490,83,475,4291
tweet_461,Microsoft is average product 😢,neutral,Microsoft,2025-08-22 04:02:45,user_133,49,371,6551
tweet_462,best ever Climate Change! 😍,positive,Climate Change,2025-08-04 15:39:34,user_316,18,160,2174
tweet_463,awesome ChatGPT! what do you think?,positive,ChatGPT,2025-08-21 08:22:21,user_66,14,38,5460
tweet_464,Google is decent enough 👎,neutral,Google,2025-08-04 13:50:56,user_181,18,219,2005
tweet_465,Apple is a broken #love,negative,Apple,2025-08-08 08:58:54,user_133,33,81,5396
tweet_466,amazing product ChatGPT! RT @user:,positive,ChatGPT,2025-08-07 13:20:09,user_98,18,126,7038
tweet_467,Netflix is decent enough 👍,neutral,Netflix,2025-08-17 05:57:33,user_413,61,305,3428
tweet_468,awesome Google! #fail,positive,Google,2025-08-21 02:35:32,user_182,88,69,9239
tweet_469,Climate Change is decent enough 😍...,neutral,Climate Change,2025-08-11 12:03:27,user_350,15,228,9853
tweet_470,highly recommend Google! check this out!,positive,Google,2025-08-20 05:15:33,user_27,76,413,7777
tweet_471,iPhone 15 is ordinary check this out!,neutral,iPhone 15,2025-08-02 07:41:46,user_228,28,66,980
tweet_472,Apple is a waste of money omg,negative,Apple,2025-08-04 04:33:28,user_1,45,401,6645
tweet_473,iPhone 15 is a complete failure thoughts?,negative,iPhone 15,2025-08-02 23:43:29,user_392,58,35,6245
tweet_474,Microsoft is decent enough @mention...,neutral,Microsoft,2025-08-25 17:39:45,user_264,2,235,1991
tweet_475,perfect choice ChatGPT! thoughts?,positive,ChatGPT,2025-08-19 02:16:43,user_499,23,438,468
tweet_476,blown away Olympics 2024! #amazing,positive,Olympics 2024,2025-08-13 21:55:22,user_373,92,300,1774
tweet_477,iPhone 15 is it's okay 👍,neutral,iPhone 15,2025-08-10 22:28:19,user_145,36,49,4625
tweet_478,totally worth it Amazon! 👎,positive,Amazon,2025-08-12 09:03:59,user_12,7,186,8644
tweet_479,Netflix is a frustrating experience what do you think?,negative,Netflix,2025-08-02 01:38:12,user_438,59,66,8735
tweet_480,Climate Change is fair price agree?,neutral,Climate Change,2025-08-27 21:20:28,user_401,54,71,9614
tweet_481,highly recommend iPhone 15! omg,positive,iPhone 15,2025-08-28 10:19:27,user_238,61,0,2858
tweet_482,amazing product Google! 👍,positive,Google,2025-08-13 04:56:02,user_158,66,97,4084
tweet_483,outstanding Tesla Model 3! lol,positive,Tesla Model 3,2025-08-25 10:45:48,user_270,26,321,4428
tweet_484,top notch Tesla Model 3! 👍,positive,Tesla Model 3,2025-08-26 15:16:06,user_223,68,410,3739
tweet_485,Netflix is a useless #fail,negative,Netflix,2025-08-26 08:56:03,user_72,98,281,96
tweet_486,Google is could be better #fail,neutral,Google,2025-08-20 09:31:30,user_433,87,15,4658
tweet_487,Tesla Model 3 is average product 😢,neutral,Tesla Model 3,2025-08-24 03:59:53,user_284,88,274,6601
tweet_488,iPhone 15 is a waste of money thoughts?,negative,iPhone 15,2025-08-23 01:57:12,user_489,21,426,7068
tweet_489,ChatGPT is a horrible ,negative,ChatGPT,2025-08-03 15:58:35,user_391,14,127,2884
tweet_490,exceeded expectations ChatGPT! 🔥,positive,ChatGPT,2025-08-25 19:02:46,user_379,84,167,3604
tweet_491,ChatGPT is a disgusting via @user,negative,ChatGPT,2025-08-25 08:55:14,user_45,50,361,1644
tweet_492,Google is a waste of money #fail,negative,Google,2025-08-09 12:08:00,user_33,0,448,6276
tweet_493,Climate Change is a not worth it 👍,negative,Climate Change,2025-08-16 11:14:41,user_129,53,395,338
tweet_494,Tesla Model 3 is could be better 💯,neutral,Tesla Model 3,2025-08-10 22:59:59,user_145,52,292,2290
tweet_495,Google is a avoid this lol,negative,Google,2025-08-14 23:49:13,user_254,99,207,928
tweet_496,Apple is could be better 😍,neutral,Apple,2025-08-29 00:13:51,user_371,97,420,1770
tweet_497,outstanding Microsoft! lol,positive,Microsoft,2025-08-28 19:46:06,user_229,40,492,8231
tweet_498,fantastic experience Olympics 2024! lol,positive,Olympics 2024,2025-08-20 16:46:08,user_462,23,375,241
tweet_499,Netflix is moderate what do you think?,neutral,Netflix,2025-08-07 18:07:20,user_351,26,2,8367
tweet_500,Apple is a disgusting 😍,negative,Apple,2025-08-30 00:11:23,user_329,62,436,6245
tweet_501,Apple is a broken #amazing,negative,Apple,2025-08-06 11:46:08,user_223,7,184,1383
tweet_502,Climate Change is fair price 👎,neutral,Climate Change,2025-08-08 15:23:35,user_25,30,49,1723
tweet_503,Microsoft is a poor service 😍,negative,Microsoft,2025-08-06 16:07:25,user_377,66,202,1792
tweet_504,Apple is a pathetic omg,negative,Apple,2025-08-21 20:22:26,user_134,84,332,2601
tweet_505,iPhone 15 is mixed feelings 😢,neutral,iPhone 15,2025-08-15 18:08:25,user_106,95,303,4380
tweet_506,blown away Netflix! check this out!,positive,Netflix,2025-08-30 10:44:14,user_168,72,69,7955
tweet_507,incredible quality Microsoft! #amazing,positive,Microsoft,2025-08-26 05:28:52,user_207,92,147,7827
tweet_508,brilliant ChatGPT! RT @user:,positive,ChatGPT,2025-08-12 21:56:11,user_6,91,243,1831
tweet_509,Microsoft is a complete failure 😢,negative,Microsoft,2025-08-13 07:09:02,user_92,85,464,1549
tweet_510,Google is not bad #amazing,neutral,Google,2025-08-10 18:02:38,user_105,17,90,7700
tweet_511,Tesla Model 3 is fair price 😢,neutral,Tesla Model 3,2025-08-13 23:25:06,user_497,32,232,2201
tweet_512,Microsoft is a useless 👎,negative,Microsoft,2025-08-18 21:04:31,user_105,38,419,1860
tweet_513,Climate Change is fair price #amazing,neutral,Climate Change,2025-08-23 04:33:25,user_450,88,392,7485
tweet_514,exceeded expectations Olympics 2024! ,positive,Olympics 2024,2025-08-27 11:20:39,user_464,71,410,7673
tweet_515,Amazon is acceptable via @user,neutral,Amazon,2025-08-18 03:49:49,user_108,77,227,9726
tweet_516,highly recommend Tesla Model 3! what do you think?,positive,Tesla Model 3,2025-08-11 19:57:33,user_52,79,3,4524
tweet_517,Tesla Model 3 is average product 👍,neutral,Tesla Model 3,2025-08-20 17:37:07,user_77,34,325,793
