Order_ID,Date,Customer_ID,Product,Category,Quantity,Unit_Price,Total_Sales,Total_Cost,Profit,Region,Sales_Channel,Customer_Segment
ORD_120266,2023-12-12,CUST_7251,Tablet,Electronics,1,392.41,392.41,276.51,115.9,South,Mobile App,Premium
ORD_571413,2023-12-12,CUST_6024,Laptop,Electronics,2,1050.4,2100.8,1543.5,557.3,West,In-Store,Regular
ORD_889098,2023-12-12,CUST_2677,Tablet,Electronics,2,419.29,838.58,667.14,171.44,North,Online,Premium
ORD_969487,2023-12-12,CUST_8171,Headphones,Electronics,1,162.42,162.42,124.81,37.61,East,In-Store,Regular
ORD_621917,2023-12-12,CUST_2741,Tennis Racket,Sports,3,111.77,335.31,214.58,120.73,North,Online,Budget
ORD_982027,2023-12-13,CUST_3346,Jeans,Clothing,2,102.33,204.66,148.46,56.2,South,Mobile App,Premium
ORD_568946,2023-12-13,CUST_5913,Gym Equipment,Sports,2,273.38,546.76,373.02,173.74,South,Online,Budget
ORD_736712,2023-12-13,CUST_3089,Tools,Home & Garden,4,47.51,190.04,131.61,58.43,Central,In-Store,Premium
ORD_852201,2023-12-13,CUST_3527,Sportswear,Sports,3,49.96,149.88,108.85,41.03,East,Mobile App,Budget
ORD_546915,2023-12-13,CUST_4320,Headphones,Electronics,2,184.38,368.76,271.29,97.47,North,In-Store,Budget
ORD_681898,2023-12-13,CUST_1722,Jacket,Clothing,1,207.82,207.82,157.83,49.99,North,Online,Premium
ORD_493532,2023-12-13,CUST_2555,Running Shoes,Sports,2,131.58,263.16,189.48,73.68,North,In-Store,Premium
ORD_699098,2023-12-13,CUST_2153,Biography,Books,1,28.11,28.11,21.24,6.87,North,Mobile App,Regular
ORD_820892,2023-12-14,CUST_4335,Gym Equipment,Sports,1,288.33,288.33,202.14,86.19,East,Mobile App,Regular
ORD_835262,2023-12-14,CUST_4634,Kitchen Appliances,Home & Garden,2,234.49,468.98,284.43,184.55,North,Mobile App,Regular
ORD_122390,2023-12-14,CUST_4161,Sneakers,Clothing,3,92.37,277.11,186.12,90.99,West,Mobile App,Regular
ORD_431388,2023-12-14,CUST_5751,Textbook,Books,1,182.98,182.98,115.89,67.09,East,Online,Budget
ORD_649113,2023-12-14,CUST_2108,Football,Sports,7,30.2,211.4,131.46,79.94,West,Online,Premium
ORD_747417,2023-12-14,CUST_1453,Bicycle,Sports,2,586.98,1173.96,721.66,452.3,South,Online,Regular
ORD_874777,2023-12-14,CUST_8281,Tennis Racket,Sports,3,66.26,198.78,125.37,73.41,West,Mobile App,Budget
ORD_575178,2023-12-14,CUST_3225,Textbook,Books,2,166.5,333.0,230.01,102.99,East,Mobile App,Budget
ORD_260470,2023-12-14,CUST_7219,Tablet,Electronics,1,523.17,523.17,402.81,120.36,East,In-Store,Regular
ORD_831943,2023-12-14,CUST_7462,Bicycle,Sports,2,547.02,1094.04,705.21,388.83,East,In-Store,Regular
ORD_247802,2023-12-14,CUST_6465,Bedding,Home & Garden,2,131.13,262.26,167.09,95.17,East,Online,Premium
ORD_302542,2023-12-15,CUST_9153,Tools,Home & Garden,3,52.35,157.05,125.56,31.49,North,Mobile App,Premium
ORD_511955,2023-12-15,CUST_4027,Tools,Home & Garden,6,70.43,422.58,275.3,147.28,North,Online,Premium
ORD_544423,2023-12-16,CUST_8594,Bicycle,Sports,2,750.42,1500.84,1071.09,429.75,Central,Mobile App,Budget
ORD_292401,2023-12-16,CUST_7912,Jeans,Clothing,4,75.19,300.76,195.48,105.28,South,In-Store,Regular
ORD_102709,2023-12-16,CUST_7114,Gym Equipment,Sports,2,332.57,665.14,486.11,179.03,South,In-Store,Regular
ORD_843232,2023-12-16,CUST_4395,Football,Sports,3,33.09,99.27,70.92,28.35,West,In-Store,Budget
ORD_102074,2023-12-16,CUST_5416,Jeans,Clothing,4,91.54,366.16,266.27,99.89,North,Mobile App,Premium
ORD_155718,2023-12-16,CUST_2887,Camera,Electronics,1,517.71,517.71,338.19,179.52,South,Online,Budget
ORD_832964,2023-12-16,CUST_7520,Sportswear,Sports,5,59.15,295.75,235.83,59.92,South,In-Store,Premium
ORD_209380,2023-12-16,CUST_3808,Plants,Home & Garden,5,43.04,215.2,136.77,78.43,North,Mobile App,Budget
ORD_747358,2023-12-16,CUST_8335,Decor,Home & Garden,1,84.57,84.57,58.84,25.73,Central,Mobile App,Budget
ORD_167384,2023-12-16,CUST_5534,T-Shirt,Clothing,7,39.75,278.25,199.54,78.71,North,In-Store,Premium
ORD_231652,2023-12-16,CUST_3385,Sportswear,Sports,8,56.61,452.88,349.99,102.89,East,Online,Regular
ORD_621998,2023-12-17,CUST_2204,Fiction,Books,8,22.72,181.76,127.27,54.49,South,Online,Budget
ORD_884794,2023-12-17,CUST_7353,Fiction,Books,3,16.75,50.25,32.36,17.89,West,In-Store,Premium
ORD_745604,2023-12-17,CUST_2249,T-Shirt,Clothing,5,49.22,246.1,165.4,80.7,East,In-Store,Premium
ORD_534721,2023-12-17,CUST_7903,Kitchen Appliances,Home & Garden,4,306.92,1227.68,955.5,272.18,North,Mobile App,Budget
ORD_809203,2023-12-17,CUST_9495,Decor,Home & Garden,3,82.35,247.05,189.48,57.57,South,Mobile App,Premium
ORD_315889,2023-12-17,CUST_6260,Tennis Racket,Sports,4,82.24,328.96,221.78,107.18,South,Online,Budget
ORD_481019,2023-12-17,CUST_5252,Running Shoes,Sports,3,154.0,462.0,320.87,141.13,East,In-Store,Budget
ORD_221143,2023-12-17,CUST_1301,Tools,Home & Garden,7,54.45,381.15,252.5,128.65,East,Online,Premium
ORD_331381,2023-12-17,CUST_7152,Bedding,Home & Garden,4,95.09,380.36,272.73,107.63,South,Online,Regular
ORD_727066,2023-12-17,CUST_2205,Tennis Racket,Sports,3,112.74,338.22,203.32,134.9,North,Mobile App,Premium
ORD_378428,2023-12-17,CUST_8775,Comics,Books,1,11.22,11.22,8.03,3.19,Central,Mobile App,Budget
ORD_266148,2023-12-18,CUST_7750,Bedding,Home & Garden,4,106.34,425.36,284.64,140.72,South,In-Store,Premium
ORD_574548,2023-12-18,CUST_6030,Smartwatch,Electronics,1,445.2,445.2,354.76,90.44,East,In-Store,Budget
ORD_443543,2023-12-18,CUST_2769,Kitchen Appliances,Home & Garden,4,203.59,814.36,539.97,274.39,Central,Mobile App,Regular
ORD_660711,2023-12-18,CUST_8950,Bedding,Home & Garden,2,126.43,252.86,173.1,79.76,East,Online,Premium
ORD_469124,2023-12-18,CUST_7693,Sportswear,Sports,3,39.22,117.66,91.79,25.87,West,Online,Regular
ORD_857120,2023-12-18,CUST_8572,Sportswear,Sports,3,60.56,181.68,136.21,45.47,South,Online,Premium
ORD_363900,2023-12-18,CUST_3844,Headphones,Electronics,4,137.68,550.72,362.18,188.54,Central,Mobile App,Regular
ORD_249763,2023-12-18,CUST_4757,Tablet,Electronics,1,518.74,518.74,330.02,188.72,South,Mobile App,Premium
ORD_964352,2023-12-18,CUST_7779,Non-Fiction,Books,2,38.21,76.42,54.87,21.55,East,Online,Premium
ORD_147623,2023-12-18,CUST_6053,Tools,Home & Garden,8,58.61,468.88,373.65,95.23,Central,Online,Regular
ORD_762494,2023-12-19,CUST_1170,Headphones,Electronics,4,131.28,525.12,406.79,118.33,East,In-Store,Budget
ORD_450069,2023-12-19,CUST_7181,Gym Equipment,Sports,1,341.26,341.26,252.73,88.53,South,In-Store,Budget
ORD_654835,2023-12-19,CUST_3713,Headphones,Electronics,3,159.19,477.57,302.54,175.03,East,Mobile App,Premium
ORD_640923,2023-12-19,CUST_1886,Biography,Books,3,24.43,73.29,58.57,14.72,West,Online,Budget
ORD_576879,2023-12-19,CUST_1103,Fiction,Books,2,20.5,41.0,26.61,14.39,West,In-Store,Regular
ORD_520589,2023-12-19,CUST_3733,Jeans,Clothing,1,104.26,104.26,81.01,23.25,East,In-Store,Premium
ORD_814357,2023-12-19,CUST_3898,Hoodie,Clothing,7,76.77,537.39,328.87,208.52,East,Mobile App,Regular
ORD_957904,2023-12-19,CUST_5647,Plants,Home & Garden,1,25.68,25.68,19.91,5.77,Central,Online,Premium
ORD_213054,2023-12-19,CUST_4217,Laptop,Electronics,2,1595.8,3191.6,2242.72,948.88,North,Online,Budget
ORD_606592,2023-12-20,CUST_5901,Tools,Home & Garden,2,49.85,99.7,64.07,35.63,East,In-Store,Regular
ORD_896922,2023-12-20,CUST_1681,Running Shoes,Sports,3,123.57,370.71,262.93,107.78,Central,Mobile App,Regular
ORD_425912,2023-12-20,CUST_4518,Dress,Clothing,7,89.56,626.92,473.74,153.18,North,Mobile App,Premium
ORD_479392,2023-12-20,CUST_9408,Furniture,Home & Garden,1,395.7,395.7,268.82,126.88,South,Mobile App,Budget
ORD_347745,2023-12-21,CUST_3419,Football,Sports,6,34.53,207.18,134.91,72.27,East,Online,Premium
ORD_371187,2023-12-21,CUST_2078,Non-Fiction,Books,7,37.27,260.89,178.51,82.38,East,In-Store,Regular
ORD_602811,2023-12-21,CUST_1284,Children Books,Books,2,21.14,42.28,31.21,11.07,South,In-Store,Regular
ORD_765104,2023-12-21,CUST_3059,Textbook,Books,1,133.6,133.6,106.06,27.54,West,In-Store,Budget
ORD_406983,2023-12-21,CUST_3575,Laptop,Electronics,2,1248.61,2497.22,1654.04,843.18,North,Mobile App,Budget
ORD_759763,2023-12-21,CUST_7330,Children Books,Books,8,22.44,179.52,123.06,56.46,North,In-Store,Budget
ORD_778700,2023-12-21,CUST_3641,Biography,Books,4,27.5,110.0,71.36,38.64,Central,In-Store,Premium
ORD_708020,2023-12-21,CUST_5963,Tablet,Electronics,1,318.59,318.59,217.03,101.56,West,Online,Premium
ORD_674295,2023-12-21,CUST_5783,Camera,Electronics,2,561.1,1122.2,830.9,291.3,East,Mobile App,Regular
ORD_931486,2023-12-21,CUST_5349,Textbook,Books,4,128.87,515.48,337.55,177.93,East,In-Store,Budget
ORD_454912,2023-12-22,CUST_1477,Gym Equipment,Sports,2,270.08,540.16,405.15,135.01,West,Online,Budget
ORD_533914,2023-12-22,CUST_4743,Tennis Racket,Sports,4,93.19,372.76,253.38,119.38,West,In-Store,Regular
ORD_515922,2023-12-22,CUST_7149,Jacket,Clothing,1,157.83,157.83,97.1,60.73,East,Mobile App,Premium
ORD_943866,2023-12-23,CUST_4312,Biography,Books,3,19.14,57.42,35.4,22.02,West,In-Store,Budget
ORD_787973,2023-12-23,CUST_9930,Sneakers,Clothing,3,121.0,363.0,267.54,95.46,South,Online,Premium
ORD_459793,2023-12-23,CUST_4172,Fiction,Books,6,28.84,173.04,112.07,60.97,East,In-Store,Premium
ORD_111319,2023-12-23,CUST_8408,Headphones,Electronics,1,189.37,189.37,118.95,70.42,Central,Online,Regular
ORD_340986,2023-12-23,CUST_1291,Children Books,Books,2,21.5,43.0,28.33,14.67,South,Mobile App,Budget
ORD_546783,2023-12-23,CUST_1759,Tablet,Electronics,1,500.46,500.46,360.83,139.63,South,In-Store,Premium
ORD_986178,2023-12-24,CUST_6585,Running Shoes,Sports,4,195.87,783.48,545.87,237.61,North,In-Store,Premium
ORD_812271,2023-12-24,CUST_7745,Jeans,Clothing,3,85.16,255.48,159.74,95.74,East,In-Store,Regular
ORD_763360,2023-12-25,CUST_9096,Headphones,Electronics,2,148.54,297.08,230.32,66.76,Central,Online,Premium
ORD_464175,2023-12-25,CUST_1653,Jacket,Clothing,4,164.82,659.28,507.94,151.34,West,Mobile App,Regular
ORD_885673,2023-12-25,CUST_3849,Children Books,Books,1,19.44,19.44,13.85,5.59,West,Online,Regular
ORD_375722,2023-12-25,CUST_2046,Tablet,Electronics,2,530.77,1061.54,770.15,291.39,Central,Mobile App,Budget
ORD_224535,2023-12-25,CUST_7051,Sneakers,Clothing,2,121.91,243.82,151.67,92.15,Central,Mobile App,Regular
ORD_276953,2023-12-25,CUST_1489,Jacket,Clothing,2,181.47,362.94,250.19,112.75,East,In-Store,Regular
ORD_339074,2023-12-26,CUST_3805,Comics,Books,1,11.77,11.77,9.01,2.76,South,In-Store,Budget
ORD_605814,2023-12-26,CUST_4208,Kitchen Appliances,Home & Garden,4,171.7,686.8,494.96,191.84,South,Online,Regular
ORD_534152,2023-12-26,CUST_6221,Jacket,Clothing,2,245.9,491.8,338.65,153.15,North,In-Store,Regular
ORD_137728,2023-12-26,CUST_8531,Children Books,Books,7,14.48,101.36,72.1,29.26,West,Online,Premium
ORD_745161,2023-12-26,CUST_7683,Furniture,Home & Garden,1,422.89,422.89,288.89,134.0,Central,Mobile App,Budget
ORD_399273,2023-12-27,CUST_1371,Children Books,Books,2,16.42,32.84,21.97,10.87,South,Mobile App,Budget
ORD_365641,2023-12-27,CUST_4018,Smartwatch,Electronics,1,363.28,363.28,265.96,97.32,North,In-Store,Regular
ORD_805186,2023-12-27,CUST_4188,Fiction,Books,3,21.13,63.39,41.45,21.94,West,In-Store,Regular
ORD_782146,2023-12-27,CUST_5054,Smartwatch,Electronics,2,305.94,611.88,478.94,132.94,Central,Online,Budget
ORD_821797,2023-12-27,CUST_6679,Bicycle,Sports,1,718.48,718.48,547.1,171.38,South,Mobile App,Regular
ORD_213930,2023-12-27,CUST_2071,Biography,Books,7,32.68,228.76,158.36,70.4,North,Mobile App,Regular
ORD_709291,2023-12-27,CUST_6927,Decor,Home & Garden,1,95.34,95.34,65.52,29.82,Central,In-Store,Budget
ORD_599651,2023-12-27,CUST_1497,Bedding,Home & Garden,2,125.18,250.36,155.85,94.51,North,Online,Premium
ORD_100484,2023-12-28,CUST_1000,Football,Sports,1,36.95,36.95,25.54,11.41,South,In-Store,Premium
ORD_190750,2023-12-28,CUST_3569,Jacket,Clothing,3,185.71,557.13,420.18,136.95,North,Mobile App,Budget
ORD_920443,2023-12-28,CUST_9694,Jacket,Clothing,4,184.92,739.68,469.65,270.03,East,Mobile App,Budget
ORD_999281,2023-12-28,CUST_7722,Gym Equipment,Sports,1,224.66,224.66,163.66,61.0,West,In-Store,Budget
ORD_303417,2023-12-28,CUST_8406,Kitchen Appliances,Home & Garden,4,292.42,1169.68,724.67,445.01,East,Online,Budget
ORD_914601,2023-12-28,CUST_5019,Kitchen Appliances,Home & Garden,2,170.83,341.66,236.29,105.37,South,In-Store,Premium
ORD_349641,2023-12-28,CUST_2478,Tennis Racket,Sports,3,91.82,275.46,207.87,67.59,West,Mobile App,Premium
ORD_484251,2023-12-28,CUST_9432,Textbook,Books,3,175.98,527.94,405.79,122.15,North,Online,Budget
ORD_999310,2023-12-29,CUST_5073,Smartwatch,Electronics,1,386.64,386.64,297.93,88.71,North,Mobile App,Premium
ORD_106712,2023-12-29,CUST_7697,Furniture,Home & Garden,1,486.04,486.04,294.01,192.03,Central,In-Store,Premium
ORD_853148,2023-12-29,CUST_3760,Plants,Home & Garden,6,30.62,183.72,121.55,62.17,South,Mobile App,Regular
ORD_263633,2023-12-29,CUST_6246,Headphones,Electronics,2,159.45,318.9,226.17,92.73,West,Online,Budget
ORD_274201,2023-12-29,CUST_8580,Running Shoes,Sports,4,115.44,461.76,342.94,118.82,East,Mobile App,Premium
ORD_146519,2023-12-29,CUST_7161,Dress,Clothing,2,54.8,109.6,78.26,31.34,Central,Mobile App,Regular
ORD_404561,2023-12-29,CUST_3399,Tennis Racket,Sports,4,99.02,396.08,313.32,82.76,East,Online,Regular
ORD_130277,2023-12-29,CUST_3519,Textbook,Books,1,168.66,168.66,129.22,39.44,East,Online,Regular
ORD_272624,2023-12-30,CUST_8387,Bedding,Home & Garden,2,112.54,225.08,172.95,52.13,East,Mobile App,Regular
ORD_292878,2023-12-30,CUST_7502,Decor,Home & Garden,3,75.08,225.24,147.67,77.57,West,In-Store,Budget
ORD_729575,2023-12-30,CUST_5712,Textbook,Books,4,207.78,831.12,515.89,315.23,North,In-Store,Regular
ORD_251085,2023-12-31,CUST_3779,Jacket,Clothing,4,203.65,814.6,581.56,233.04,Central,Mobile App,Premium
ORD_935626,2023-12-31,CUST_6931,Tennis Racket,Sports,3,108.63,325.89,197.58,128.31,East,In-Store,Premium
ORD_389946,2023-12-31,CUST_1804,Dress,Clothing,2,57.09,114.18,85.75,28.43,South,In-Store,Budget
ORD_962367,2023-12-31,CUST_7242,Textbook,Books,3,167.05,501.15,311.55,189.6,Central,Mobile App,Regular
ORD_715388,2023-12-31,CUST_8775,Smartphone,Electronics,2,828.44,1656.88,1108.2,548.68,South,Mobile App,Regular
ORD_295892,2024-01-01,CUST_6554,Decor,Home & Garden,4,44.81,179.24,125.38,53.86,West,In-Store,Budget
ORD_869074,2024-01-01,CUST_7687,Bedding,Home & Garden,2,65.3,130.6,79.11,51.49,West,In-Store,Budget
ORD_469320,2024-01-01,CUST_6762,Biography,Books,7,16.84,117.88,83.06,34.82,West,Mobile App,Regular
ORD_385320,2024-01-01,CUST_6593,Tennis Racket,Sports,2,63.65,127.3,97.71,29.59,North,Online,Regular
ORD_771274,2024-01-01,CUST_6396,Running Shoes,Sports,4,98.67,394.68,308.58,86.1,North,Online,Regular
ORD_920664,2024-01-01,CUST_2065,Laptop,Electronics,2,885.89,1771.78,1388.76,383.02,East,Online,Premium
ORD_483035,2024-01-01,CUST_1096,Comics,Books,1,5.73,5.73,4.17,1.56,West,In-Store,Budget
ORD_632046,2024-01-01,CUST_1778,Laptop,Electronics,2,870.54,1741.08,1246.91,494.17,North,In-Store,Budget
ORD_847496,2024-01-01,CUST_9490,Sportswear,Sports,6,38.87,233.22,183.72,49.5,North,Online,Regular
ORD_656465,2024-01-01,CUST_5871,Smartwatch,Electronics,1,202.13,202.13,139.4,62.73,East,In-Store,Budget
ORD_162833,2024-01-01,CUST_2300,Bedding,Home & Garden,2,78.56,157.12,109.94,47.18,Central,Online,Regular
ORD_512925,2024-01-02,CUST_1323,Tablet,Electronics,1,179.65,179.65,135.94,43.71,West,Mobile App,Budget
ORD_606779,2024-01-02,CUST_1851,Sneakers,Clothing,1,80.19,80.19,52.24,27.95,North,In-Store,Regular
ORD_674139,2024-01-02,CUST_4034,Tennis Racket,Sports,1,55.56,55.56,34.3,21.26,West,Mobile App,Budget
ORD_962458,2024-01-02,CUST_4009,Sneakers,Clothing,2,63.91,127.82,92.16,35.66,West,Mobile App,Budget
ORD_734960,2024-01-02,CUST_3263,Gym Equipment,Sports,2,199.62,399.24,266.82,132.42,Central,In-Store,Regular
ORD_545629,2024-01-03,CUST_7779,Textbook,Books,1,73.96,73.96,50.27,23.69,South,In-Store,Regular
ORD_370682,2024-01-03,CUST_5437,Laptop,Electronics,1,740.72,740.72,551.92,188.8,Central,Mobile App,Premium
ORD_556370,2024-01-03,CUST_8345,Plants,Home & Garden,4,21.68,86.72,66.7,20.02,North,Mobile App,Regular
ORD_646660,2024-01-03,CUST_6115,Football,Sports,2,19.78,39.56,25.0,14.56,Central,In-Store,Budget
ORD_622630,2024-01-03,CUST_9187,Non-Fiction,Books,7,22.14,154.98,111.76,43.22,North,In-Store,Budget
ORD_667886,2024-01-03,CUST_8003,Biography,Books,7,14.98,104.86,79.23,25.63,South,Mobile App,Budget
ORD_974625,2024-01-03,CUST_3422,Headphones,Electronics,4,67.14,268.56,178.31,90.25,South,Mobile App,Regular
ORD_109634,2024-01-03,CUST_7476,Tennis Racket,Sports,2,63.41,126.82,84.11,42.71,North,Mobile App,Regular
ORD_904150,2024-01-03,CUST_5198,Biography,Books,4,11.11,44.44,32.05,12.39,West,In-Store,Premium
ORD_752276,2024-01-04,CUST_2676,Running Shoes,Sports,1,97.08,97.08,76.56,20.52,East,In-Store,Budget
ORD_110334,2024-01-04,CUST_1981,Camera,Electronics,1,439.05,439.05,349.21,89.84,North,Online,Regular
ORD_194089,2024-01-04,CUST_1485,Gym Equipment,Sports,2,203.75,407.5,318.45,89.05,North,Mobile App,Budget
ORD_795582,2024-01-04,CUST_1253,Kitchen Appliances,Home & Garden,1,93.25,93.25,71.0,22.25,West,Online,Regular
ORD_952829,2024-01-04,CUST_4883,Tools,Home & Garden,4,31.93,127.72,91.02,36.7,Central,Online,Regular
ORD_213119,2024-01-04,CUST_2797,Decor,Home & Garden,4,42.04,168.16,106.13,62.03,South,Online,Premium
ORD_158627,2024-01-04,CUST_3406,Football,Sports,1,18.49,18.49,14.51,3.98,Central,Online,Regular
ORD_552462,2024-01-04,CUST_9367,Dress,Clothing,8,29.5,236.0,179.04,56.96,West,In-Store,Premium
ORD_677759,2024-01-04,CUST_1781,Bedding,Home & Garden,3,71.33,213.99,150.37,63.62,Central,Online,Premium
ORD_716430,2024-01-04,CUST_8863,Furniture,Home & Garden,2,307.87,615.74,472.79,142.95,East,Mobile App,Regular
ORD_510092,2024-01-04,CUST_3108,Gym Equipment,Sports,1,145.35,145.35,92.88,52.47,South,Mobile App,Budget
ORD_539001,2024-01-05,CUST_7302,Headphones,Electronics,3,94.82,284.46,214.05,70.41,Central,Mobile App,Budget
ORD_980432,2024-01-05,CUST_7234,Smartwatch,Electronics,2,197.3,394.6,294.84,99.76,East,Online,Budget
ORD_683021,2024-01-05,CUST_4170,Dress,Clothing,2,35.06,70.12,55.0,15.12,North,In-Store,Premium
ORD_546087,2024-01-05,CUST_2964,Tablet,Electronics,2,214.36,428.72,283.05,145.67,South,Online,Budget
ORD_192665,2024-01-05,CUST_6728,Bedding,Home & Garden,1,69.01,69.01,43.98,25.03,South,In-Store,Regular
ORD_125680,2024-01-05,CUST_9195,Kitchen Appliances,Home & Garden,3,140.1,420.3,298.18,122.12,West,Mobile App,Budget
ORD_637429,2024-01-05,CUST_8145,Biography,Books,2,20.9,41.8,26.06,15.74,North,Online,Budget
ORD_473308,2024-01-05,CUST_6486,Non-Fiction,Books,6,12.0,72.0,52.41,19.59,West,Mobile App,Premium
ORD_642301,2024-01-05,CUST_7299,T-Shirt,Clothing,3,27.17,81.51,53.81,27.7,North,Online,Premium
ORD_725165,2024-01-05,CUST_2002,Gym Equipment,Sports,2,167.06,334.12,244.64,89.48,North,Online,Budget
ORD_930693,2024-01-05,CUST_7944,Jacket,Clothing,1,109.93,109.93,85.44,24.49,East,Mobile App,Regular
ORD_773757,2024-01-05,CUST_9735,Tennis Racket,Sports,2,52.34,104.68,80.77,23.91,Central,Mobile App,Budget
ORD_754148,2024-01-06,CUST_1131,Tennis Racket,Sports,4,44.55,178.2,111.22,66.98,East,Mobile App,Budget
ORD_236243,2024-01-06,CUST_4382,Bicycle,Sports,1,299.27,299.27,205.43,93.84,West,Online,Regular
ORD_994556,2024-01-06,CUST_8399,Jacket,Clothing,4,70.8,283.2,190.28,92.92,West,Online,Premium
ORD_758457,2024-01-07,CUST_1680,Gym Equipment,Sports,2,189.8,379.6,282.57,97.03,East,Mobile App,Regular
ORD_734088,2024-01-07,CUST_9664,Kitchen Appliances,Home & Garden,3,147.5,442.5,323.05,119.45,Central,In-Store,Premium
ORD_232464,2024-01-07,CUST_6780,Laptop,Electronics,1,822.65,822.65,609.59,213.06,Central,Online,Premium
ORD_247687,2024-01-07,CUST_1420,T-Shirt,Clothing,2,18.59,37.18,25.45,11.73,South,In-Store,Premium
ORD_189915,2024-01-07,CUST_2070,Textbook,Books,1,106.1,106.1,83.19,22.91,North,Online,Premium
ORD_623317,2024-01-07,CUST_1925,Tools,Home & Garden,8,31.85,254.8,158.44,96.36,South,Online,Premium
ORD_995786,2024-01-07,CUST_3143,Jacket,Clothing,4,80.27,321.08,242.12,78.96,West,Mobile App,Premium
ORD_928790,2024-01-07,CUST_9548,Smartwatch,Electronics,2,295.83,591.66,363.63,228.03,North,Mobile App,Regular
ORD_768444,2024-01-08,CUST_8264,Headphones,Electronics,1,116.83,116.83,77.44,39.39,North,Mobile App,Premium
ORD_651998,2024-01-08,CUST_8333,Laptop,Electronics,1,520.71,520.71,369.14,151.57,South,Mobile App,Premium
ORD_569520,2024-01-08,CUST_2856,T-Shirt,Clothing,8,18.19,145.52,92.48,53.04,Central,Online,Regular
ORD_290955,2024-01-08,CUST_1971,Hoodie,Clothing,4,35.43,141.72,101.58,40.14,South,In-Store,Regular
ORD_269225,2024-01-08,CUST_3320,Jeans,Clothing,2,61.91,123.82,74.71,49.11,South,Mobile App,Budget
ORD_176999,2024-01-08,CUST_7071,Camera,Electronics,1,263.46,263.46,183.92,79.54,West,In-Store,Regular
ORD_481449,2024-01-08,CUST_2231,Hoodie,Clothing,2,35.07,70.14,51.33,18.81,Central,In-Store,Premium
ORD_195280,2024-01-08,CUST_1268,Smartphone,Electronics,2,616.38,1232.76,779.85,452.91,North,In-Store,Budget
ORD_812162,2024-01-08,CUST_5783,Tennis Racket,Sports,1,47.58,47.58,34.14,13.44,West,Mobile App,Regular
ORD_783828,2024-01-09,CUST_9861,Camera,Electronics,1,396.5,396.5,293.46,103.04,North,Online,Premium
ORD_249077,2024-01-09,CUST_9019,Jeans,Clothing,2,49.92,99.84,65.27,34.57,West,Mobile App,Budget
ORD_743415,2024-01-09,CUST_8484,Football,Sports,1,18.14,18.14,14.2,3.94,South,Mobile App,Regular
ORD_200330,2024-01-09,CUST_8032,Fiction,Books,6,14.51,87.06,55.99,31.07,Central,Online,Regular
ORD_343363,2024-01-09,CUST_6952,Non-Fiction,Books,7,17.74,124.18,93.11,31.07,North,Online,Premium
ORD_520806,2024-01-09,CUST_6648,Kitchen Appliances,Home & Garden,2,138.9,277.8,196.94,80.86,South,Online,Regular
ORD_870780,2024-01-10,CUST_1182,Fiction,Books,1,10.34,10.34,6.96,3.38,West,In-Store,Budget
ORD_725785,2024-01-10,CUST_4801,Camera,Electronics,1,331.58,331.58,249.02,82.56,South,In-Store,Regular
ORD_582752,2024-01-10,CUST_5828,Laptop,Electronics,2,803.63,1607.26,1276.75,330.51,South,Online,Budget
ORD_593699,2024-01-10,CUST_9998,Non-Fiction,Books,6,14.8,88.8,67.94,20.86,West,Mobile App,Budget
ORD_762423,2024-01-10,CUST_8840,Tablet,Electronics,1,231.77,231.77,141.99,89.78,West,Online,Premium
ORD_439566,2024-01-10,CUST_2346,Fiction,Books,5,15.41,77.05,58.96,18.09,Central,Online,Regular
ORD_188498,2024-01-10,CUST_4254,Bedding,Home & Garden,3,80.52,241.56,153.72,87.84,East,In-Store,Regular
ORD_561477,2024-01-10,CUST_3688,T-Shirt,Clothing,1,22.37,22.37,14.38,7.99,Central,In-Store,Budget
ORD_996336,2024-01-11,CUST_7662,Biography,Books,4,16.62,66.48,40.91,25.57,North,Online,Budget
ORD_669097,2024-01-11,CUST_5828,Furniture,Home & Garden,2,262.75,525.5,335.25,190.25,Central,Mobile App,Regular
ORD_638911,2024-01-11,CUST_5921,Tennis Racket,Sports,4,64.27,257.08,200.4,56.68,North,In-Store,Regular
ORD_403768,2024-01-11,CUST_1615,Comics,Books,1,8.56,8.56,5.23,3.33,East,Mobile App,Budget
ORD_592585,2024-01-11,CUST_7473,Tennis Racket,Sports,4,38.84,155.36,123.4,31.96,West,In-Store,Premium
ORD_770342,2024-01-11,CUST_9617,Laptop,Electronics,1,733.91,733.91,456.32,277.59,North,Mobile App,Regular
ORD_482384,2024-01-11,CUST_1943,Decor,Home & Garden,2,56.63,113.26,73.05,40.21,East,Mobile App,Premium
ORD_657322,2024-01-11,CUST_1898,Sneakers,Clothing,4,72.55,290.2,191.88,98.32,West,In-Store,Budget
ORD_902614,2024-01-11,CUST_5430,Tablet,Electronics,1,301.54,301.54,236.0,65.54,Central,Mobile App,Regular
ORD_348245,2024-01-11,CUST_6508,Dress,Clothing,1,29.71,29.71,23.04,6.67,West,Online,Regular
ORD_551211,2024-01-11,CUST_6919,Children Books,Books,6,9.22,55.32,33.93,21.39,North,Online,Premium
ORD_431289,2024-01-11,CUST_4890,Camera,Electronics,2,326.82,653.64,506.44,147.2,West,Online,Premium
ORD_293136,2024-01-12,CUST_3137,Jacket,Clothing,3,78.59,235.77,143.69,92.08,South,Mobile App,Premium
