id,text,sentiment,topic,timestamp,user_id,retweets,likes,followers,cleaned_text,no_stopwords,lemmatized_text,original_length,cleaned_length,final_length,word_count,textblob_polarity,textblob_subjectivity,textblob_sentiment,vader_compound,vader_positive,vader_negative,vader_neutral,vader_sentiment,ml_sentiment,ml_confidence,ensemble_sentiment
tweet_406,iPhone 15 is a disgusting omg,negative,iPhone 15,2025-08-23 13:20:46,user_75,83,56,4570,iphone 15 is a disgusting omg,iphone 15 disgusting omg,iphone disgusting omg,29,29,21,3,-1.0,1.0,negative,-0.5267,0.0,0.63,0.37,negative,negative,0.7758489916126758,negative
tweet_407,outstanding Climate Change! 💯,positive,Climate Change,2025-08-24 07:18:03,user_378,56,431,7695,outstanding climate change!,outstanding climate change !,outstanding climate change,29,27,26,3,0.5,0.875,positive,0.6124,0.667,0.0,0.333,positive,positive,0.7519577910018419,positive
tweet_408,Apple is nothing special #hashtag,neutral,Apple,2025-08-20 21:56:51,user_280,81,219,5829,apple is nothing special hashtag,apple nothing special hashtag,apple nothing special hashtag,33,32,29,4,0.35714285714285715,0.5714285714285714,positive,-0.3089,0.0,0.429,0.571,negative,neutral,0.7057594134970606,neutral
tweet_409,Climate Change is as expected 💯,neutral,Climate Change,2025-08-12 06:01:14,user_63,14,496,8840,climate change is as expected,climate change expected,climate change expected,31,29,23,3,-0.1,0.4,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8187463249349541,neutral
tweet_410,Amazon is not bad RT @user:,neutral,Amazon,2025-08-26 23:20:49,user_293,56,192,4397,amazon is not bad,amazon not bad,amazon not bad,27,17,14,3,0.3499999999999999,0.6666666666666666,positive,0.5499,0.82,0.0,0.18,positive,neutral,0.8136102255134737,positive
tweet_411,Olympics 2024 is could be better lol,neutral,Olympics 2024,2025-08-31 03:30:13,user_316,12,92,72,olympics 2024 is could be better lol,olympics 2024 could better lol,olympics could better lol,36,36,25,4,0.65,0.6,positive,0.6908,0.74,0.0,0.26,positive,neutral,0.7485380742160856,positive
tweet_412,NETFLIX IS FAIR PRICE OMG,neutral,Netflix,2025-08-05 10:09:32,user_88,68,495,4084,netflix is fair price omg,netflix fair price omg,netflix fair price omg,25,25,22,4,0.7,0.9,positive,0.3182,0.434,0.0,0.566,positive,neutral,0.8615116290310857,positive
tweet_413,exceeded expectations Apple! 😢,positive,Apple,2025-08-08 21:47:27,user_142,95,183,4297,exceeded expectations apple!,exceeded expectations apple !,exceeded expectation apple,30,28,26,3,0.0,0.0,neutral,0.0,0.0,0.0,1.0,neutral,positive,0.9082490926315548,positive
tweet_414,blown away Apple! 💯,positive,Apple,2025-08-30 16:14:23,user_303,99,385,7622,blown away apple!,blown away apple !,blown away apple,19,17,16,3,0.0,0.0,neutral,0.0,0.0,0.0,1.0,neutral,positive,0.88828647029483,positive
tweet_415,iPhone 15 is moderate 😍,neutral,iPhone 15,2025-08-15 13:05:03,user_72,96,334,6773,iphone 15 is moderate,iphone 15 moderate,iphone moderate,23,21,15,2,0.0,0.7,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8020978824002281,neutral
tweet_416,amazing product Climate Change! 🔥,positive,Climate Change,2025-08-24 23:23:04,user_442,50,176,9942,amazing product climate change!,amazing product climate change !,amazing product climate change,33,31,30,4,0.6000000000000001,0.9,positive,0.5859,0.559,0.0,0.441,positive,positive,0.8389498950411771,positive
tweet_417,incredible quality Olympics 2024! #amazing,positive,Olympics 2024,2025-08-14 08:01:50,user_116,34,433,8463,incredible quality olympics 2024! amazing,incredible quality olympics 2024 ! amazing,incredible quality olympics amazing,42,41,35,4,0.75,0.9,positive,0.6204,0.575,0.0,0.425,positive,positive,0.8834459339359798,positive
tweet_418,Tesla Model 3 is standard quality omg,neutral,Tesla Model 3,2025-08-07 00:25:12,user_113,40,147,8214,tesla model 3 is standard quality omg,tesla model 3 standard quality omg,tesla model standard quality omg,37,37,32,5,0.0,0.0,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8029799717116121,neutral
tweet_419,top notch Tesla Model 3! #fail,positive,Tesla Model 3,2025-08-06 03:01:11,user_371,2,249,2997,top notch tesla model 3! fail,top notch tesla model 3 ! fail,top notch tesla model fail,30,29,26,5,0.0,0.4,neutral,-0.4019,0.217,0.422,0.361,negative,positive,0.7783737161154086,positive
tweet_420,blown away Microsoft! lol,positive,Microsoft,2025-08-04 01:07:10,user_424,64,166,1567,blown away microsoft! lol,blown away microsoft ! lol,blown away microsoft lol,25,25,24,4,0.8,0.7,positive,0.4215,0.483,0.0,0.517,positive,positive,0.8842470812078956,positive
tweet_421,Olympics 2024 is as expected RT @user:,neutral,Olympics 2024,2025-08-07 08:45:50,user_207,85,422,5849,olympics 2024 is as expected,olympics 2024 expected,olympics expected,38,28,17,2,-0.1,0.4,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8945508948952069,neutral
tweet_422,love this Climate Change! thoughts?,positive,Climate Change,2025-08-18 22:38:26,user_107,27,411,2221,love this climate change! thoughts?,love climate change ! thoughts ?,love climate change thought,35,35,27,4,0.5,0.6,positive,0.6369,0.583,0.0,0.417,positive,positive,0.6742514638496745,positive
tweet_423,exceeded expectations Olympics 2024! check this out!,positive,Olympics 2024,2025-08-16 18:11:14,user_369,65,7,9297,exceeded expectations olympics 2024! check this out!,exceeded expectations olympics 2024 ! check !,exceeded expectation olympics check,52,52,35,4,0.0,0.0,neutral,0.0,0.0,0.0,1.0,neutral,positive,0.9029601839119495,positive
tweet_424,Tesla Model 3 is a worst purchase via @user,negative,Tesla Model 3,2025-08-20 23:35:21,user_371,7,236,8368,tesla model 3 is a worst purchase via,tesla model 3 worst purchase,tesla model worst purchase,43,37,26,4,-1.0,1.0,negative,-0.6249,0.0,0.577,0.423,negative,negative,0.8641543123343282,negative
tweet_425,iPhone 15 is a total disappointment #hate,negative,iPhone 15,2025-08-23 05:58:31,user_128,48,39,3323,iphone 15 is a total disappointment hate,iphone 15 total disappointment hate,iphone total disappointment hate,41,40,32,4,-0.4666666666666666,0.6833333333333332,negative,-0.8211,0.0,0.791,0.209,negative,negative,0.8485395546269574,negative
tweet_426,Tesla Model 3 is a broken thoughts?,negative,Tesla Model 3,2025-08-14 18:31:41,user_87,24,161,294,tesla model 3 is a broken thoughts?,tesla model 3 broken thoughts ?,tesla model broken thought,35,35,26,4,-0.4,0.4,negative,-0.4767,0.0,0.508,0.492,negative,negative,0.8137546400580259,negative
tweet_427,Microsoft is a total disappointment #hate,negative,Microsoft,2025-08-06 22:09:00,user_466,11,49,583,microsoft is a total disappointment hate,microsoft total disappointment hate,microsoft total disappointment hate,41,40,35,4,-0.4666666666666666,0.6833333333333332,negative,-0.8211,0.0,0.791,0.209,negative,negative,0.8398731685086621,negative
tweet_428,iPhone 15 is as expected 👍,neutral,iPhone 15,2025-08-02 21:04:16,user_151,99,77,7422,iphone 15 is as expected,iphone 15 expected,iphone expected,26,24,15,2,-0.1,0.4,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8686966918903863,neutral
tweet_429,highly recommend Climate Change! check this out!,positive,Climate Change,2025-08-10 13:48:41,user_83,85,151,5340,highly recommend climate change! check this out!,highly recommend climate change ! check !,highly recommend climate change check,48,48,37,5,0.16,0.54,positive,0.4201,0.411,0.0,0.589,positive,positive,0.8221976107676494,positive
tweet_430,Netflix is a frustrating experience #hashtag,negative,Netflix,2025-08-02 22:23:58,user_174,87,422,843,netflix is a frustrating experience hashtag,netflix frustrating experience hashtag,netflix frustrating experience hashtag,44,43,38,4,-0.4,0.9,negative,-0.4404,0.0,0.492,0.508,negative,negative,0.8333721502487234,negative
tweet_431,Apple is a horrible 😢,negative,Apple,2025-08-17 04:36:19,user_93,90,485,9575,apple is a horrible,apple horrible,apple horrible,21,19,14,2,-1.0,1.0,negative,-0.5423,0.0,0.778,0.222,negative,negative,0.8232171357775042,negative
tweet_432,highly recommend iPhone 15! #hate,positive,iPhone 15,2025-08-11 20:39:44,user_366,1,104,915,highly recommend iphone 15! hate,highly recommend iphone 15 ! hate,highly recommend iphone hate,33,32,28,4,-0.32,0.72,negative,-0.2893,0.319,0.453,0.228,negative,positive,0.8803141651053471,positive
tweet_433,Netflix is typical via @user,neutral,Netflix,2025-08-09 20:50:49,user_3,95,17,3751,netflix is typical via,netflix typical,netflix typical,28,22,15,2,-0.16666666666666666,0.5,negative,0.0,0.0,0.0,1.0,neutral,neutral,0.8637516231931577,neutral
tweet_434,totally worth it iPhone 15! 👎,positive,iPhone 15,2025-08-01 17:06:49,user_358,86,190,4903,totally worth it iphone 15!,totally worth iphone 15 !,totally worth iphone,29,27,20,3,0.3,0.1,positive,0.2944,0.523,0.0,0.477,positive,positive,0.8499767894465219,positive
tweet_435,Tesla Model 3 is a regret buying #trending,negative,Tesla Model 3,2025-08-12 14:09:38,user_45,20,236,4395,tesla model 3 is a regret buying trending,tesla model 3 regret buying trending,tesla model regret buying trending,42,41,34,5,0.0,0.0,neutral,-0.4215,0.0,0.412,0.588,negative,negative,0.841816464275926,negative
tweet_436,top notch ChatGPT! 😢,positive,ChatGPT,2025-08-02 18:03:39,user_147,72,116,3841,top notch chatgpt!,top notch chatgpt !,top notch chatgpt,20,18,17,3,0.5,0.5,positive,0.2023,0.474,0.0,0.526,positive,positive,0.8873754541716362,positive
tweet_437,Netflix is average product via @user...,neutral,Netflix,2025-08-30 19:49:37,user_286,68,349,6275,netflix is average product via ...,netflix average product ...,netflix average product,39,34,23,3,-0.15,0.39999999999999997,negative,0.0,0.0,0.0,1.0,neutral,neutral,0.8751019256565205,neutral
tweet_438,Microsoft is a broken @mention,negative,Microsoft,2025-08-14 04:15:44,user_2,52,332,6838,microsoft is a broken,microsoft broken,microsoft broken,30,21,16,2,-0.4,0.4,negative,-0.4767,0.0,0.756,0.244,negative,negative,0.8577766814089525,negative
tweet_439,Olympics 2024 is acceptable #amazing,neutral,Olympics 2024,2025-08-30 12:38:11,user_202,80,208,2843,olympics 2024 is acceptable amazing,olympics 2024 acceptable amazing,olympics acceptable amazing,36,35,27,3,0.6000000000000001,0.9,positive,0.7269,0.859,0.0,0.141,positive,neutral,0.7672091312072662,positive
tweet_440,best ever Microsoft! check this out!,positive,Microsoft,2025-08-24 11:40:59,user_387,19,20,4898,best ever microsoft! check this out!,best ever microsoft ! check !,best ever microsoft check,36,36,25,4,1.0,0.3,positive,0.6369,0.583,0.0,0.417,positive,positive,0.798567646666984,positive
tweet_441,excellent service ChatGPT! 💯,positive,ChatGPT,2025-08-09 13:32:58,user_105,61,417,3151,excellent service chatgpt!,excellent service chatgpt !,excellent service chatgpt,28,26,25,3,1.0,1.0,positive,0.5719,0.649,0.0,0.351,positive,positive,0.8788649563728154,positive
tweet_442,Tesla Model 3 is a worst purchase thoughts?,negative,Tesla Model 3,2025-08-17 17:27:58,user_280,83,226,760,tesla model 3 is a worst purchase thoughts?,tesla model 3 worst purchase thoughts ?,tesla model worst purchase thought,43,43,34,5,-1.0,1.0,negative,-0.6249,0.0,0.506,0.494,negative,negative,0.8328175186403746,negative
tweet_443,best ever Climate Change! check this out!,positive,Climate Change,2025-08-09 03:01:50,user_299,82,454,109,best ever climate change! check this out!,best ever climate change ! check !,best ever climate change check,41,41,30,5,1.0,0.3,positive,0.6369,0.512,0.0,0.488,positive,positive,0.7123587376478265,positive
tweet_444,best ever Tesla Model 3! 😢,positive,Tesla Model 3,2025-08-31 08:11:12,user_478,8,151,3738,best ever tesla model 3!,best ever tesla model 3 !,best ever tesla model,26,24,21,4,1.0,0.3,positive,0.6369,0.583,0.0,0.417,positive,positive,0.7735299442344878,positive
tweet_445,Microsoft is as expected 👎,neutral,Microsoft,2025-08-05 06:06:41,user_67,40,423,8217,microsoft is as expected,microsoft expected,microsoft expected,26,24,18,2,-0.1,0.4,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8864168008038579,neutral
tweet_446,Microsoft is moderate 😢,neutral,Microsoft,2025-08-07 05:38:13,user_60,74,193,4854,microsoft is moderate,microsoft moderate,microsoft moderate,23,21,18,2,0.0,0.7,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8578322365520298,neutral
tweet_447,exceeded expectations ChatGPT! agree?,positive,ChatGPT,2025-08-27 12:14:04,user_388,78,19,8280,exceeded expectations chatgpt! agree?,exceeded expectations chatgpt ! agree ?,exceeded expectation chatgpt agree,37,37,34,4,0.0,0.0,neutral,0.3612,0.455,0.0,0.545,positive,positive,0.8883526877760789,positive
tweet_448,Tesla Model 3 is a frustrating experience lol,negative,Tesla Model 3,2025-08-16 03:10:08,user_214,42,471,8219,tesla model 3 is a frustrating experience lol,tesla model 3 frustrating experience lol,tesla model frustrating experience lol,45,45,38,5,0.2,0.8,positive,-0.0258,0.322,0.333,0.345,neutral,negative,0.8526147602860549,negative
tweet_449,Amazon is acceptable thoughts?,neutral,Amazon,2025-08-25 22:29:03,user_7,93,213,8033,amazon is acceptable thoughts?,amazon acceptable thoughts ?,amazon acceptable thought,30,30,25,3,0.0,0.0,neutral,0.4588,0.8,0.0,0.2,positive,neutral,0.7970224365812406,neutral
tweet_450,fantastic experience Olympics 2024! agree?,positive,Olympics 2024,2025-08-21 23:49:25,user_35,72,187,7866,fantastic experience olympics 2024! agree?,fantastic experience olympics 2024 ! agree ?,fantastic experience olympics agree,42,42,35,4,0.4,0.9,positive,0.7269,0.753,0.0,0.247,positive,positive,0.8376124875558756,positive
tweet_451,outstanding ChatGPT! 😢,positive,ChatGPT,2025-08-22 16:45:42,user_391,35,83,4997,outstanding chatgpt!,outstanding chatgpt !,outstanding chatgpt,22,20,19,2,0.5,0.875,positive,0.6124,0.8,0.0,0.2,positive,positive,0.8013938558999076,positive
tweet_452,Google is fair price 👎,neutral,Google,2025-08-10 01:26:36,user_283,79,388,2352,google is fair price,google fair price,google fair price,22,20,17,3,0.7,0.9,positive,0.3182,0.535,0.0,0.465,positive,neutral,0.9285941642052531,positive
tweet_453,iPhone 15 is a pathetic lol,negative,iPhone 15,2025-08-14 11:58:07,user_433,79,309,3244,iphone 15 is a pathetic lol,iphone 15 pathetic lol,iphone pathetic lol,27,27,19,3,-0.09999999999999998,0.85,neutral,-0.2263,0.373,0.493,0.133,negative,negative,0.7397521017266067,negative
tweet_454,Google is a useless what do you think?,negative,Google,2025-08-18 11:59:14,user_232,70,393,5276,google is a useless what do you think?,google useless think ?,google useless think,38,38,20,3,-0.5,0.2,negative,-0.4215,0.0,0.583,0.417,negative,negative,0.8332567432419314,negative
tweet_455,Google is standard quality via @user,neutral,Google,2025-08-13 11:45:36,user_224,10,371,2462,google is standard quality via,google standard quality,google standard quality,36,30,23,3,0.0,0.0,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8934648871417107,neutral
tweet_456,ChatGPT is a frustrating experience #amazing,negative,ChatGPT,2025-08-12 21:44:09,user_302,49,324,7706,chatgpt is a frustrating experience amazing,chatgpt frustrating experience amazing,chatgpt frustrating experience amazing,44,43,38,4,0.10000000000000003,0.9,positive,0.2263,0.437,0.333,0.23,positive,negative,0.8325422757455887,positive
tweet_457,Google is reasonable option RT @user:,neutral,Google,2025-08-13 15:38:53,user_270,7,392,6400,google is reasonable option,google reasonable option,google reasonable option,37,27,24,3,0.2,0.6,positive,0.0,0.0,0.0,1.0,neutral,neutral,0.8845831469812673,neutral
tweet_458,Olympics 2024 is a complete failure what do you think?,negative,Olympics 2024,2025-08-29 18:05:28,user_491,47,25,4900,olympics 2024 is a complete failure what do you think?,olympics 2024 complete failure think ?,olympics complete failure think,54,54,31,4,-0.10833333333333332,0.35,negative,-0.5106,0.0,0.524,0.476,negative,negative,0.8996963786899509,negative
tweet_459,ChatGPT is a complete failure #amazing,negative,ChatGPT,2025-08-07 16:40:26,user_36,27,45,9877,chatgpt is a complete failure amazing,chatgpt complete failure amazing,chatgpt complete failure amazing,38,37,32,4,0.1277777777777778,0.5333333333333333,positive,0.128,0.418,0.363,0.22,positive,negative,0.8558727290585406,positive
tweet_460,top notch Apple! 👍,positive,Apple,2025-08-08 16:33:20,user_490,83,475,4291,top notch apple!,top notch apple !,top notch apple,18,16,15,3,0.5,0.5,positive,0.2023,0.474,0.0,0.526,positive,positive,0.8430823226782455,positive
tweet_461,Microsoft is average product 😢,neutral,Microsoft,2025-08-22 04:02:45,user_133,49,371,6551,microsoft is average product,microsoft average product,microsoft average product,30,28,25,3,-0.15,0.39999999999999997,negative,0.0,0.0,0.0,1.0,neutral,neutral,0.846818575490725,neutral
tweet_462,best ever Climate Change! 😍,positive,Climate Change,2025-08-04 15:39:34,user_316,18,160,2174,best ever climate change!,best ever climate change !,best ever climate change,27,25,24,4,1.0,0.3,positive,0.6369,0.583,0.0,0.417,positive,positive,0.7684103515797313,positive
tweet_463,awesome ChatGPT! what do you think?,positive,ChatGPT,2025-08-21 08:22:21,user_66,14,38,5460,awesome chatgpt! what do you think?,awesome chatgpt ! think ?,awesome chatgpt think,35,35,21,3,1.0,1.0,positive,0.6249,0.672,0.0,0.328,positive,positive,0.8237607980371946,positive
tweet_464,Google is decent enough 👎,neutral,Google,2025-08-04 13:50:56,user_181,18,219,2005,google is decent enough,google decent enough,google decent enough,25,23,20,3,0.08333333333333333,0.5833333333333333,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.875900508380948,neutral
tweet_465,Apple is a broken #love,negative,Apple,2025-08-08 08:58:54,user_133,33,81,5396,apple is a broken love,apple broken love,apple broken love,23,22,17,3,0.04999999999999999,0.5,neutral,0.2732,0.506,0.373,0.12,positive,negative,0.7846976034970937,negative
tweet_466,amazing product ChatGPT! RT @user:,positive,ChatGPT,2025-08-07 13:20:09,user_98,18,126,7038,amazing product chatgpt!,amazing product chatgpt !,amazing product chatgpt,34,24,23,3,0.6000000000000001,0.9,positive,0.5859,0.655,0.0,0.345,positive,positive,0.8755323125637461,positive
tweet_467,Netflix is decent enough 👍,neutral,Netflix,2025-08-17 05:57:33,user_413,61,305,3428,netflix is decent enough,netflix decent enough,netflix decent enough,26,24,21,3,0.08333333333333333,0.5833333333333333,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.833633889483316,neutral
tweet_468,awesome Google! #fail,positive,Google,2025-08-21 02:35:32,user_182,88,69,9239,awesome google! fail,awesome google ! fail,awesome google fail,21,20,19,3,0.25,0.65,positive,0.1531,0.477,0.407,0.116,positive,positive,0.8131147828034313,positive
tweet_469,Climate Change is decent enough 😍...,neutral,Climate Change,2025-08-11 12:03:27,user_350,15,228,9853,climate change is decent enough ...,climate change decent enough ...,climate change decent enough,36,35,28,4,0.08333333333333333,0.5833333333333333,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.846016302618843,neutral
tweet_470,highly recommend Google! check this out!,positive,Google,2025-08-20 05:15:33,user_27,76,413,7777,highly recommend google! check this out!,highly recommend google ! check !,highly recommend google check,40,40,29,4,0.16,0.54,positive,0.4201,0.482,0.0,0.518,positive,positive,0.8472943169696804,positive
tweet_471,iPhone 15 is ordinary check this out!,neutral,iPhone 15,2025-08-02 07:41:46,user_228,28,66,980,iphone 15 is ordinary check this out!,iphone 15 ordinary check !,iphone ordinary check,37,37,21,3,-0.25,0.5,negative,0.0,0.0,0.0,1.0,neutral,neutral,0.8127788174833434,neutral
tweet_472,Apple is a waste of money omg,negative,Apple,2025-08-04 04:33:28,user_1,45,401,6645,apple is a waste of money omg,apple waste money omg,apple waste money omg,29,29,21,4,-0.2,0.0,negative,-0.4215,0.0,0.483,0.517,negative,negative,0.8464552235429624,negative
tweet_473,iPhone 15 is a complete failure thoughts?,negative,iPhone 15,2025-08-02 23:43:29,user_392,58,35,6245,iphone 15 is a complete failure thoughts?,iphone 15 complete failure thoughts ?,iphone complete failure thought,41,41,31,4,-0.10833333333333332,0.35,negative,-0.5106,0.0,0.524,0.476,negative,negative,0.8664640646023197,negative
tweet_474,Microsoft is decent enough @mention...,neutral,Microsoft,2025-08-25 17:39:45,user_264,2,235,1991,microsoft is decent enough ...,microsoft decent enough ...,microsoft decent enough,38,30,23,3,0.08333333333333333,0.5833333333333333,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8447978035676722,neutral
tweet_475,perfect choice ChatGPT! thoughts?,positive,ChatGPT,2025-08-19 02:16:43,user_499,23,438,468,perfect choice chatgpt! thoughts?,perfect choice chatgpt ! thoughts ?,perfect choice chatgpt thought,33,33,30,4,1.0,1.0,positive,0.5719,0.552,0.0,0.448,positive,positive,0.8612398580290179,positive
tweet_476,blown away Olympics 2024! #amazing,positive,Olympics 2024,2025-08-13 21:55:22,user_373,92,300,1774,blown away olympics 2024! amazing,blown away olympics 2024 ! amazing,blown away olympics amazing,34,33,27,4,0.6000000000000001,0.9,positive,0.5859,0.559,0.0,0.441,positive,positive,0.904228388016133,positive
tweet_477,iPhone 15 is it's okay 👍,neutral,iPhone 15,2025-08-10 22:28:19,user_145,36,49,4625,iphone 15 is it is okay,iphone 15 okay,iphone okay,24,23,11,2,0.5,0.5,positive,0.2263,0.655,0.0,0.345,positive,neutral,0.8501314844699323,positive
tweet_478,totally worth it Amazon! 👎,positive,Amazon,2025-08-12 09:03:59,user_12,7,186,8644,totally worth it amazon!,totally worth amazon !,totally worth amazon,26,24,20,3,0.3,0.1,positive,0.489,0.807,0.0,0.193,positive,positive,0.8494127398703504,positive
tweet_479,Netflix is a frustrating experience what do you think?,negative,Netflix,2025-08-02 01:38:12,user_438,59,66,8735,netflix is a frustrating experience what do you think?,netflix frustrating experience think ?,netflix frustrating experience think,54,54,36,4,-0.4,0.9,negative,-0.4404,0.0,0.492,0.508,negative,negative,0.8832222302923535,negative
tweet_480,Climate Change is fair price agree?,neutral,Climate Change,2025-08-27 21:20:28,user_401,54,71,9614,climate change is fair price agree?,climate change fair price agree ?,climate change fair price agree,35,35,31,5,0.7,0.9,positive,0.5859,0.615,0.0,0.385,positive,neutral,0.8449933293381315,positive
tweet_481,highly recommend iPhone 15! omg,positive,iPhone 15,2025-08-28 10:19:27,user_238,61,0,2858,highly recommend iphone 15! omg,highly recommend iphone 15 ! omg,highly recommend iphone omg,31,31,27,4,0.16,0.54,positive,0.4201,0.482,0.0,0.518,positive,positive,0.9001624483648312,positive
tweet_482,amazing product Google! 👍,positive,Google,2025-08-13 04:56:02,user_158,66,97,4084,amazing product google!,amazing product google !,amazing product google,25,23,22,3,0.6000000000000001,0.9,positive,0.5859,0.655,0.0,0.345,positive,positive,0.8868500330952189,positive
tweet_483,outstanding Tesla Model 3! lol,positive,Tesla Model 3,2025-08-25 10:45:48,user_270,26,321,4428,outstanding tesla model 3! lol,outstanding tesla model 3 ! lol,outstanding tesla model lol,30,30,27,4,0.65,0.7875,positive,0.7783,0.773,0.0,0.227,positive,positive,0.7301163564212529,positive
tweet_484,top notch Tesla Model 3! 👍,positive,Tesla Model 3,2025-08-26 15:16:06,user_223,68,410,3739,top notch tesla model 3!,top notch tesla model 3 !,top notch tesla model,26,24,21,4,0.5,0.5,positive,0.2023,0.375,0.0,0.625,positive,positive,0.8247520135276752,positive
tweet_485,Netflix is a useless #fail,negative,Netflix,2025-08-26 08:56:03,user_72,98,281,96,netflix is a useless fail,netflix useless fail,netflix useless fail,26,25,20,3,-0.5,0.25,negative,-0.743,0.0,0.863,0.137,negative,negative,0.7806449443578007,negative
tweet_486,Google is could be better #fail,neutral,Google,2025-08-20 09:31:30,user_433,87,15,4658,google is could be better fail,google could better fail,google could better fail,31,30,24,4,0.0,0.4,neutral,-0.1531,0.345,0.417,0.238,negative,neutral,0.7910107753381463,neutral
tweet_487,Tesla Model 3 is average product 😢,neutral,Tesla Model 3,2025-08-24 03:59:53,user_284,88,274,6601,tesla model 3 is average product,tesla model 3 average product,tesla model average product,34,32,27,4,-0.15,0.39999999999999997,negative,0.0,0.0,0.0,1.0,neutral,neutral,0.8238582714084349,neutral
tweet_488,iPhone 15 is a waste of money thoughts?,negative,iPhone 15,2025-08-23 01:57:12,user_489,21,426,7068,iphone 15 is a waste of money thoughts?,iphone 15 waste money thoughts ?,iphone waste money thought,39,39,26,4,-0.2,0.0,negative,-0.4215,0.0,0.483,0.517,negative,negative,0.861024717692938,negative
tweet_489,ChatGPT is a horrible ,negative,ChatGPT,2025-08-03 15:58:35,user_391,14,127,2884,chatgpt is a horrible,chatgpt horrible,chatgpt horrible,22,21,16,2,-1.0,1.0,negative,-0.5423,0.0,0.778,0.222,negative,negative,0.8272621389064262,negative
tweet_490,exceeded expectations ChatGPT! 🔥,positive,ChatGPT,2025-08-25 19:02:46,user_379,84,167,3604,exceeded expectations chatgpt!,exceeded expectations chatgpt !,exceeded expectation chatgpt,32,30,28,3,0.0,0.0,neutral,0.0,0.0,0.0,1.0,neutral,positive,0.9311483291107798,positive
tweet_491,ChatGPT is a disgusting via @user,negative,ChatGPT,2025-08-25 08:55:14,user_45,50,361,1644,chatgpt is a disgusting via,chatgpt disgusting,chatgpt disgusting,33,27,18,2,-1.0,1.0,negative,-0.5267,0.0,0.773,0.227,negative,negative,0.8659421279060179,negative
tweet_492,Google is a waste of money #fail,negative,Google,2025-08-09 12:08:00,user_33,0,448,6276,google is a waste of money fail,google waste money fail,google waste money fail,32,31,23,4,-0.35,0.15,negative,-0.743,0.0,0.759,0.241,negative,negative,0.8479644856281987,negative
tweet_493,Climate Change is a not worth it 👍,negative,Climate Change,2025-08-16 11:14:41,user_129,53,395,338,climate change is a not worth it,climate change not worth,climate change not worth,34,32,24,4,-0.15,0.1,negative,-0.1695,0.0,0.357,0.643,negative,negative,0.7594248284666107,negative
tweet_494,Tesla Model 3 is could be better 💯,neutral,Tesla Model 3,2025-08-10 22:59:59,user_145,52,292,2290,tesla model 3 is could be better,tesla model 3 could better,tesla model could better,34,32,24,4,0.5,0.5,positive,0.4404,0.492,0.0,0.508,positive,neutral,0.7553238975173452,positive
tweet_495,Google is a avoid this lol,negative,Google,2025-08-14 23:49:13,user_254,99,207,928,google is a avoid this lol,google avoid lol,google avoid lol,26,26,16,3,0.8,0.7,positive,0.1531,0.467,0.367,0.167,positive,negative,0.7403326422430833,positive
tweet_496,Apple is could be better 😍,neutral,Apple,2025-08-29 00:13:51,user_371,97,420,1770,apple is could be better,apple could better,apple could better,26,24,18,3,0.5,0.5,positive,0.4404,0.592,0.0,0.408,positive,neutral,0.8547861742825426,positive
tweet_497,outstanding Microsoft! lol,positive,Microsoft,2025-08-28 19:46:06,user_229,40,492,8231,outstanding microsoft! lol,outstanding microsoft ! lol,outstanding microsoft lol,26,26,25,3,0.65,0.7875,positive,0.7783,0.872,0.0,0.128,positive,positive,0.8026810243447776,positive
tweet_498,fantastic experience Olympics 2024! lol,positive,Olympics 2024,2025-08-20 16:46:08,user_462,23,375,241,fantastic experience olympics 2024! lol,fantastic experience olympics 2024 ! lol,fantastic experience olympics lol,39,39,33,4,0.6000000000000001,0.8,positive,0.7506,0.762,0.0,0.238,positive,positive,0.8323958179806621,positive
tweet_499,Netflix is moderate what do you think?,neutral,Netflix,2025-08-07 18:07:20,user_351,26,2,8367,netflix is moderate what do you think?,netflix moderate think ?,netflix moderate think,38,38,22,3,0.0,0.7,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8005759992805223,neutral
tweet_500,Apple is a disgusting 😍,negative,Apple,2025-08-30 00:11:23,user_329,62,436,6245,apple is a disgusting,apple disgusting,apple disgusting,23,21,16,2,-1.0,1.0,negative,-0.5267,0.0,0.773,0.227,negative,negative,0.8515748541069124,negative
tweet_501,Apple is a broken #amazing,negative,Apple,2025-08-06 11:46:08,user_223,7,184,1383,apple is a broken amazing,apple broken amazing,apple broken amazing,26,25,20,3,0.10000000000000003,0.65,positive,0.1779,0.481,0.392,0.127,positive,negative,0.805113845877582,positive
