id,text,sentiment,topic,timestamp,user_id,retweets,likes,followers,cleaned_text,no_stopwords,lemmatized_text,original_length,cleaned_length,final_length,word_count
tweet_287,Olympics 2024 is a poor service 😢,negative,Olympics 2024,2025-08-22 02:42:29,user_7,85,56,738,olympics 2024 is a poor service,olympics 2024 poor service,olympics poor service,33,31,21,3
tweet_288,blown away Amazon! thoughts?,positive,Amazon,2025-08-22 13:09:31,user_431,88,329,6941,blown away amazon! thoughts?,blown away amazon ! thoughts ?,blown away amazon thought,28,28,25,4
tweet_289,ChatGPT is fair price #amazing,neutral,ChatGPT,2025-08-31 07:19:08,user_147,64,276,8355,chatgpt is fair price amazing,chatgpt fair price amazing,chatgpt fair price amazing,30,29,26,4
tweet_290,Amazon is moderate thoughts?,neutral,Amazon,2025-08-11 12:18:59,user_115,16,223,2232,amazon is moderate thoughts?,amazon moderate thoughts ?,amazon moderate thought,28,28,23,3
tweet_291,Microsoft is it's okay 😢,neutral,Microsoft,2025-08-11 15:02:34,user_135,63,310,3515,microsoft is it is okay,microsoft okay,microsoft okay,24,23,14,2
tweet_292,Olympics 2024 is a not worth it #hate,negative,Olympics 2024,2025-08-25 20:50:53,user_315,66,406,5185,olympics 2024 is a not worth it hate,olympics 2024 not worth hate,olympics not worth hate,37,36,23,4
tweet_293,Amazon is acceptable omg,neutral,Amazon,2025-08-26 10:22:28,user_403,15,286,1946,amazon is acceptable omg,amazon acceptable omg,amazon acceptable omg,24,24,21,3
tweet_294,Google is fair price what do you think?,neutral,Google,2025-08-21 11:24:30,user_287,60,229,4917,google is fair price what do you think?,google fair price think ?,google fair price think,39,39,23,4
tweet_295,Apple is a avoid this what do you think?,negative,Apple,2025-08-25 14:12:23,user_151,46,464,2269,apple is a avoid this what do you think?,apple avoid think ?,apple avoid think,40,40,17,3
tweet_296,Tesla Model 3 is a horrible #hashtag,negative,Tesla Model 3,2025-08-18 09:28:12,user_187,25,21,3066,tesla model 3 is a horrible hashtag,tesla model 3 horrible hashtag,tesla model horrible hashtag,36,35,28,4
tweet_297,top notch ChatGPT! 🔥,positive,ChatGPT,2025-08-19 04:14:46,user_119,85,199,5058,top notch chatgpt!,top notch chatgpt !,top notch chatgpt,20,18,17,3
tweet_298,Google is reasonable option 👎,neutral,Google,2025-08-21 16:29:19,user_348,29,47,7514,google is reasonable option,google reasonable option,google reasonable option,29,27,24,3
tweet_299,iPhone 15 is average product via @user,neutral,iPhone 15,2025-08-11 04:37:02,user_329,89,34,3554,iphone 15 is average product via,iphone 15 average product,iphone average product,38,32,22,3
tweet_300,Google is moderate check this out!,neutral,Google,2025-08-23 15:48:12,user_316,64,351,4840,google is moderate check this out!,google moderate check !,google moderate check,34,34,21,3
tweet_301,fantastic experience Google! 👎,positive,Google,2025-08-23 10:53:24,user_246,82,294,463,fantastic experience google!,fantastic experience google !,fantastic experience google,30,28,27,3
tweet_302,incredible quality Olympics 2024! #trending,positive,Olympics 2024,2025-08-20 03:13:41,user_465,56,67,4994,incredible quality olympics 2024! trending,incredible quality olympics 2024 ! trending,incredible quality olympics trending,43,42,36,4
tweet_303,totally worth it Tesla Model 3! #fail,positive,Tesla Model 3,2025-08-22 13:46:12,user_317,79,103,8970,totally worth it tesla model 3! fail,totally worth tesla model 3 ! fail,totally worth tesla model fail,37,36,30,5
tweet_304,amazing product Tesla Model 3! #fail,positive,Tesla Model 3,2025-08-04 07:34:50,user_400,41,207,9472,amazing product tesla model 3! fail,amazing product tesla model 3 ! fail,amazing product tesla model fail,36,35,32,5
tweet_305,Tesla Model 3 is average product RT @user:,neutral,Tesla Model 3,2025-08-18 14:16:35,user_62,98,146,5890,tesla model 3 is average product,tesla model 3 average product,tesla model average product,42,32,27,4
tweet_306,Olympics 2024 is a poor service agree?,negative,Olympics 2024,2025-08-06 01:58:02,user_410,25,180,7349,olympics 2024 is a poor service agree?,olympics 2024 poor service agree ?,olympics poor service agree,38,38,27,4
tweet_307,incredible quality Google! #love,positive,Google,2025-08-02 07:03:05,user_143,84,291,1278,incredible quality google! love,incredible quality google ! love,incredible quality google love,32,31,30,4
tweet_308,love this Olympics 2024! agree?,positive,Olympics 2024,2025-08-17 16:59:40,user_269,34,408,4850,love this olympics 2024! agree?,love olympics 2024 ! agree ?,love olympics agree,31,31,19,3
tweet_309,amazing product Climate Change! #trending,positive,Climate Change,2025-08-09 11:39:17,user_459,87,497,9960,amazing product climate change! trending,amazing product climate change ! trending,amazing product climate change trending,41,40,39,5
tweet_310,love this Microsoft! #hashtag,positive,Microsoft,2025-08-08 19:15:30,user_168,41,294,5635,love this microsoft! hashtag,love microsoft ! hashtag,love microsoft hashtag,29,28,22,3
tweet_311,Amazon is a broken !!!,negative,Amazon,2025-08-23 09:27:31,user_386,55,172,3615,amazon is a broken !!!,amazon broken ! ! !,amazon broken,22,22,13,2
tweet_312,Apple is decent enough 😢,neutral,Apple,2025-08-12 14:42:00,user_51,81,341,8879,apple is decent enough,apple decent enough,apple decent enough,24,22,19,3
tweet_313,incredible quality iPhone 15! #love,positive,iPhone 15,2025-08-20 03:43:36,user_158,90,96,7456,incredible quality iphone 15! love,incredible quality iphone 15 ! love,incredible quality iphone love,35,34,30,4
tweet_314,iPhone 15 is a pathetic 👎,negative,iPhone 15,2025-08-27 08:34:13,user_292,12,414,8807,iphone 15 is a pathetic,iphone 15 pathetic,iphone pathetic,25,23,15,2
tweet_315,blown away Apple! 😢,positive,Apple,2025-08-06 08:47:42,user_24,7,352,5894,blown away apple!,blown away apple !,blown away apple,19,17,16,3
tweet_316,Tesla Model 3 is it's okay #hashtag,neutral,Tesla Model 3,2025-08-27 11:39:59,user_238,59,267,3122,tesla model 3 is it is okay hashtag,tesla model 3 okay hashtag,tesla model okay hashtag,35,35,24,4
tweet_317,Climate Change is st&ard quality 🔥,neutral,Climate Change,2025-08-12 02:47:20,user_226,95,395,1033,climate change is st ard quality,climate change st ard quality,climate change st ard quality,34,32,29,5
tweet_318,Microsoft is a terrible quality ,negative,Microsoft,2025-08-28 05:02:10,user_463,89,28,6278,microsoft is a terrible quality,microsoft terrible quality,microsoft terrible quality,32,31,26,3
tweet_319,Apple is standard quality via @user,neutral,Apple,2025-08-20 22:41:18,user_63,42,483,2556,apple is standard quality via,apple standard quality,apple standard quality,35,29,22,3
tweet_320,blown away iPhone 15! omg...,positive,iPhone 15,2025-08-02 15:41:01,user_89,7,101,800,blown away iphone 15! omg...,blown away iphone 15 ! omg ...,blown away iphone omg,28,28,21,4
tweet_321,Google is a waste of money #fail!!!,negative,Google,2025-08-13 07:20:53,user_456,45,22,7083,google is a waste of money fail!!!,google waste money fail ! ! !,google waste money fail,35,34,23,4
tweet_322,Netflix is mixed feelings check this out!,neutral,Netflix,2025-08-30 20:31:53,user_110,81,136,153,netflix is mixed feelings check this out!,netflix mixed feelings check !,netflix mixed feeling check,41,41,27,4
tweet_323,Olympics 2024 is a complete failure @mention,negative,Olympics 2024,2025-08-06 00:59:11,user_345,80,174,7703,olympics 2024 is a complete failure,olympics 2024 complete failure,olympics complete failure,44,35,25,3
tweet_324,Amazon is a total disappointment #hate,negative,Amazon,2025-08-28 11:38:04,user_10,77,18,3610,amazon is a total disappointment hate,amazon total disappointment hate,amazon total disappointment hate,38,37,32,4
tweet_325,love this Amazon! 👎,positive,Amazon,2025-08-03 04:09:26,user_92,88,163,6280,love this amazon!,love amazon !,love amazon,19,17,11,2
tweet_326,totally worth it Tesla Model 3! 👎,positive,Tesla Model 3,2025-08-03 16:45:56,user_389,61,215,4652,totally worth it tesla model 3!,totally worth tesla model 3 !,totally worth tesla model,33,31,25,4
tweet_327,amazing product Google! #amazing,positive,Google,2025-08-16 13:44:23,user_64,42,157,993,amazing product google! amazing,amazing product google ! amazing,amazing product google amazing,32,31,30,4
tweet_328,amazing product Olympics 2024! agree?,positive,Olympics 2024,2025-08-17 10:18:19,user_403,18,451,6961,amazing product olympics 2024! agree?,amazing product olympics 2024 ! agree ?,amazing product olympics agree,37,37,30,4
tweet_329,Olympics 2024 is moderate what do you think?,neutral,Olympics 2024,2025-08-23 08:37:15,user_155,65,379,6223,olympics 2024 is moderate what do you think?,olympics 2024 moderate think ?,olympics moderate think,44,44,23,3
tweet_330,Amazon is not bad 😍,neutral,Amazon,2025-08-01 21:17:55,user_51,3,450,2382,amazon is not bad,amazon not bad,amazon not bad,19,17,14,3
tweet_331,Apple is could be better #hashtag,neutral,Apple,2025-08-09 08:51:19,user_473,56,297,3279,apple is could be better hashtag,apple could better hashtag,apple could better hashtag,33,32,26,4
tweet_332,ChatGPT is decent enough 😢,neutral,ChatGPT,2025-08-24 01:08:25,user_80,68,207,5472,chatgpt is decent enough,chatgpt decent enough,chatgpt decent enough,26,24,21,3
tweet_333,ChatGPT is a disgusting ,negative,ChatGPT,2025-08-20 02:28:39,user_491,43,256,4847,chatgpt is a disgusting,chatgpt disgusting,chatgpt disgusting,24,23,18,2
tweet_334,iPhone 15 is a broken #hashtag,negative,iPhone 15,2025-08-19 15:22:31,user_485,77,234,5379,iphone 15 is a broken hashtag,iphone 15 broken hashtag,iphone broken hashtag,30,29,21,3
tweet_335,incredible quality Apple! #fail,positive,Apple,2025-08-08 15:28:53,user_158,66,301,4854,incredible quality apple! fail,incredible quality apple ! fail,incredible quality apple fail,31,30,29,4
tweet_336,totally worth it iPhone 15! 🔥,positive,iPhone 15,2025-08-28 20:25:00,user_103,49,317,9259,totally worth it iphone 15!,totally worth iphone 15 !,totally worth iphone,29,27,20,3
tweet_337,blown away iPhone 15! @mention,positive,iPhone 15,2025-08-14 05:27:21,user_311,10,354,8434,blown away iphone 15!,blown away iphone 15 !,blown away iphone,30,21,17,3
tweet_338,exceeded expectations Microsoft! 👍,positive,Microsoft,2025-08-25 09:35:29,user_62,32,6,1311,exceeded expectations microsoft!,exceeded expectations microsoft !,exceeded expectation microsoft,34,32,30,3
tweet_339,Tesla Model 3 is a worst purchase what do you think?,negative,Tesla Model 3,2025-08-24 16:29:51,user_111,50,336,6081,tesla model 3 is a worst purchase what do you think?,tesla model 3 worst purchase think ?,tesla model worst purchase think,52,52,32,5
tweet_340,amazing product ChatGPT! #amazing,positive,ChatGPT,2025-08-22 05:38:24,user_30,59,498,2965,amazing product chatgpt! amazing,amazing product chatgpt ! amazing,amazing product chatgpt amazing,33,32,31,4
tweet_341,Google is typical via @user,neutral,Google,2025-08-09 08:39:35,user_417,40,208,6572,google is typical via,google typical,google typical,27,21,14,2
tweet_342,Amazon is acceptable via @user,neutral,Amazon,2025-08-28 17:15:25,user_253,35,460,5869,amazon is acceptable via,amazon acceptable,amazon acceptable,30,24,17,2
tweet_343,Microsoft is as expected 💯,neutral,Microsoft,2025-08-08 19:17:14,user_96,32,104,3769,microsoft is as expected,microsoft expected,microsoft expected,26,24,18,2
tweet_344,Netflix is as expected #amazing,neutral,Netflix,2025-08-13 15:46:56,user_477,87,32,3535,netflix is as expected amazing,netflix expected amazing,netflix expected amazing,31,30,24,3
tweet_345,Google is mixed feelings via @user,neutral,Google,2025-08-13 12:26:56,user_103,48,147,1954,google is mixed feelings via,google mixed feelings,google mixed feeling,34,28,20,3
tweet_346,amazing product Google! RT @user:,positive,Google,2025-08-20 11:22:39,user_143,0,207,4956,amazing product google!,amazing product google !,amazing product google,33,23,22,3
tweet_347,Netflix is a total disappointment 😢!!!,negative,Netflix,2025-08-31 00:10:26,user_56,50,239,5119,netflix is a total disappointment !!!,netflix total disappointment ! ! !,netflix total disappointment,38,37,28,3
tweet_348,awesome Olympics 2024! #love,positive,Olympics 2024,2025-08-31 02:23:18,user_490,42,54,3722,awesome olympics 2024! love,awesome olympics 2024 ! love,awesome olympics love,28,27,21,3
tweet_349,Google is a avoid this #trending,negative,Google,2025-08-21 18:21:25,user_392,40,347,8909,google is a avoid this trending,google avoid trending,google avoid trending,32,31,21,3
tweet_350,iPhone 15 is a poor service thoughts?,negative,iPhone 15,2025-08-28 08:33:05,user_137,77,210,5576,iphone 15 is a poor service thoughts?,iphone 15 poor service thoughts ?,iphone poor service thought,37,37,27,4
tweet_351,Microsoft is ordinary via @user!!!,neutral,Microsoft,2025-08-21 18:33:24,user_87,41,100,7403,microsoft is ordinary via !!!,microsoft ordinary ! ! !,microsoft ordinary,34,29,18,2
tweet_352,awesome Amazon! 🔥,positive,Amazon,2025-08-22 08:57:21,user_126,23,339,3536,awesome amazon!,awesome amazon !,awesome amazon,17,15,14,2
tweet_353,Microsoft is standard quality omg,neutral,Microsoft,2025-08-25 12:33:55,user_371,50,169,1522,microsoft is standard quality omg,microsoft standard quality omg,microsoft standard quality omg,33,33,30,4
tweet_354,exceeded expectations Climate Change! 👎,positive,Climate Change,2025-08-28 19:50:22,user_156,10,417,3069,exceeded expectations climate change!,exceeded expectations climate change !,exceeded expectation climate change,39,37,35,4
tweet_355,Climate Change is a broken agree?,negative,Climate Change,2025-08-03 07:56:46,user_387,57,499,5133,climate change is a broken agree?,climate change broken agree ?,climate change broken agree,33,33,27,4
tweet_356,fantastic experience Olympics 2024! 😍,positive,Olympics 2024,2025-08-09 01:55:33,user_15,5,88,236,fantastic experience olympics 2024!,fantastic experience olympics 2024 !,fantastic experience olympics,37,35,29,3
tweet_357,exceeded expectations ChatGPT! #trending,positive,ChatGPT,2025-08-25 02:51:52,user_245,12,67,3109,exceeded expectations chatgpt! trending,exceeded expectations chatgpt ! trending,exceeded expectation chatgpt trending,40,39,37,4
tweet_358,incredible quality ChatGPT! omg,positive,ChatGPT,2025-08-17 15:18:19,user_352,98,238,1995,incredible quality chatgpt! omg,incredible quality chatgpt ! omg,incredible quality chatgpt omg,31,31,30,4
tweet_359,Olympics 2024 is a complete failure lol,negative,Olympics 2024,2025-08-26 20:16:55,user_333,39,376,3319,olympics 2024 is a complete failure lol,olympics 2024 complete failure lol,olympics complete failure lol,39,39,29,4
tweet_360,top notch Tesla Model 3! #hashtag,positive,Tesla Model 3,2025-08-18 22:44:34,user_396,76,277,6194,top notch tesla model 3! hashtag,top notch tesla model 3 ! hashtag,top notch tesla model hashtag,33,32,29,5
tweet_361,exceeded expectations Netflix! what do you think?,positive,Netflix,2025-08-14 14:49:03,user_220,57,72,4152,exceeded expectations netflix! what do you think?,exceeded expectations netflix ! think ?,exceeded expectation netflix think,49,49,34,4
tweet_362,love this Apple! check this out!,positive,Apple,2025-08-19 14:57:35,user_405,58,334,6450,love this apple! check this out!,love apple ! check !,love apple check,32,32,16,3
tweet_363,Climate Change is a complete failure 😍,negative,Climate Change,2025-08-30 17:22:40,user_264,99,73,7355,climate change is a complete failure,climate change complete failure,climate change complete failure,38,36,31,4
tweet_364,fantastic experience Apple! thoughts?,positive,Apple,2025-08-22 21:31:52,user_17,43,312,7190,fantastic experience apple! thoughts?,fantastic experience apple ! thoughts ?,fantastic experience apple thought,37,37,34,4
tweet_365,Google is a complete failure 💯,negative,Google,2025-08-22 22:06:01,user_217,85,475,7134,google is a complete failure,google complete failure,google complete failure,30,28,23,3
tweet_366,awesome Microsoft! ,positive,Microsoft,2025-08-21 10:50:19,user_376,21,2,1765,awesome microsoft!,awesome microsoft !,awesome microsoft,19,18,17,2
tweet_367,best ever Google! #love!!!,positive,Google,2025-08-11 06:42:25,user_17,34,114,1953,best ever google! love!!!,best ever google ! love ! ! !,best ever google love,26,25,21,4
tweet_368,exceeded expectations iPhone 15! agree?,positive,iPhone 15,2025-08-28 06:43:11,user_310,85,143,1950,exceeded expectations iphone 15! agree?,exceeded expectations iphone 15 ! agree ?,exceeded expectation iphone agree,39,39,33,4
tweet_369,Apple is a useless 😍,negative,Apple,2025-08-05 20:16:53,user_431,69,456,9671,apple is a useless,apple useless,apple useless,20,18,13,2
tweet_370,Olympics 2024 is a useless via @user,negative,Olympics 2024,2025-08-26 03:57:33,user_208,0,286,6330,olympics 2024 is a useless via,olympics 2024 useless,olympics useless,36,30,16,2
tweet_371,Apple is a horrible via @user,negative,Apple,2025-08-04 05:37:38,user_94,94,79,1806,apple is a horrible via,apple horrible,apple horrible,29,23,14,2
tweet_372,Olympics 2024 is typical agree?,neutral,Olympics 2024,2025-08-27 22:00:53,user_74,93,260,2579,olympics 2024 is typical agree?,olympics 2024 typical agree ?,olympics typical agree,31,31,22,3
tweet_373,ChatGPT is a horrible 👎,negative,ChatGPT,2025-08-09 22:38:54,user_185,34,109,4178,chatgpt is a horrible,chatgpt horrible,chatgpt horrible,23,21,16,2
tweet_374,Google is a worst purchase 😢,negative,Google,2025-08-14 12:57:27,user_189,93,97,6710,google is a worst purchase,google worst purchase,google worst purchase,28,26,21,3
tweet_375,Olympics 2024 is ordinary #love,neutral,Olympics 2024,2025-08-19 12:24:15,user_492,98,412,4343,olympics 2024 is ordinary love,olympics 2024 ordinary love,olympics ordinary love,31,30,22,3
tweet_376,highly recommend Google! #hate,positive,Google,2025-08-10 07:28:50,user_19,42,191,1429,highly recommend google! hate,highly recommend google ! hate,highly recommend google hate,30,29,28,4
tweet_377,Climate Change is as expected #hashtag,neutral,Climate Change,2025-08-15 08:31:22,user_50,8,91,5410,climate change is as expected hashtag,climate change expected hashtag,climate change expected hashtag,38,37,31,4
tweet_378,incredible quality Apple! #amazing,positive,Apple,2025-08-14 11:35:42,user_94,89,14,3394,incredible quality apple! amazing,incredible quality apple ! amazing,incredible quality apple amazing,34,33,32,4
tweet_379,excellent service iPhone 15! ,positive,iPhone 15,2025-08-26 07:53:08,user_207,72,450,9591,excellent service iphone 15!,excellent service iphone 15 !,excellent service iphone,29,28,24,3
tweet_380,top notch Netflix! #trending,positive,Netflix,2025-08-31 04:50:39,user_107,5,312,5650,top notch netflix! trending,top notch netflix ! trending,top notch netflix trending,28,27,26,4
tweet_381,Google is decent enough #hashtag,neutral,Google,2025-08-10 01:37:11,user_286,40,398,7660,google is decent enough hashtag,google decent enough hashtag,google decent enough hashtag,32,31,28,4
tweet_382,Tesla Model 3 is a total disappointment #fail,negative,Tesla Model 3,2025-08-03 07:13:42,user_16,12,204,7886,tesla model 3 is a total disappointment fail,tesla model 3 total disappointment fail,tesla model total disappointment fail,45,44,37,5
tweet_383,Tesla Model 3 is not bad ,neutral,Tesla Model 3,2025-08-24 15:42:41,user_314,50,432,7057,tesla model 3 is not bad,tesla model 3 not bad,tesla model not bad,25,24,19,4
tweet_384,top notch Google! ,positive,Google,2025-08-31 08:44:05,user_215,15,357,1486,top notch google!,top notch google !,top notch google,18,17,16,3
tweet_385,excellent service Climate Change! #trending,positive,Climate Change,2025-08-04 18:27:14,user_129,46,170,5027,excellent service climate change! trending,excellent service climate change ! trending,excellent service climate change trending,43,42,41,5
tweet_386,Microsoft is decent enough #love,neutral,Microsoft,2025-08-07 12:19:13,user_275,24,179,2425,microsoft is decent enough love,microsoft decent enough love,microsoft decent enough love,32,31,28,4
tweet_387,Netflix is nothing special via @user,neutral,Netflix,2025-08-05 10:56:30,user_343,38,205,6959,netflix is nothing special via,netflix nothing special,netflix nothing special,36,30,23,3
tweet_388,outstanding ChatGPT! RT @user:,positive,ChatGPT,2025-08-17 15:17:58,user_269,30,23,2042,outstanding chatgpt!,outstanding chatgpt !,outstanding chatgpt,30,20,19,2
tweet_389,Olympics 2024 is a horrible check this out!,negative,Olympics 2024,2025-08-15 22:44:28,user_20,95,390,8635,olympics 2024 is a horrible check this out!,olympics 2024 horrible check !,olympics horrible check,43,43,23,3
tweet_390,Google is average product ,neutral,Google,2025-08-23 00:19:10,user_489,77,156,757,google is average product,google average product,google average product,26,25,22,3
tweet_391,best ever Olympics 2024! #amazing,positive,Olympics 2024,2025-08-28 06:47:36,user_347,4,350,1511,best ever olympics 2024! amazing,best ever olympics 2024 ! amazing,best ever olympics amazing,33,32,26,4
tweet_392,ChatGPT is standard quality ,neutral,ChatGPT,2025-08-10 00:26:01,user_132,20,147,7461,chatgpt is standard quality,chatgpt standard quality,chatgpt standard quality,28,27,24,3
tweet_393,Apple is it's okay what do you think?,neutral,Apple,2025-08-14 19:05:23,user_326,49,378,3432,apple is it is okay what do you think?,apple okay think ?,apple okay think,37,38,16,3
tweet_394,Amazon is ordinary 💯,neutral,Amazon,2025-08-05 02:58:43,user_435,99,64,7469,amazon is ordinary,amazon ordinary,amazon ordinary,20,18,15,2
tweet_395,Google is acceptable thoughts?,neutral,Google,2025-08-05 02:07:35,user_306,72,40,1531,google is acceptable thoughts?,google acceptable thoughts ?,google acceptable thought,30,30,25,3
tweet_396,brilliant Climate Change! 😍,positive,Climate Change,2025-08-02 10:53:18,user_22,85,312,4996,brilliant climate change!,brilliant climate change !,brilliant climate change,27,25,24,3
tweet_397,iPhone 15 is a terrible quality 🔥,negative,iPhone 15,2025-08-06 18:23:36,user_155,89,409,9807,iphone 15 is a terrible quality,iphone 15 terrible quality,iphone terrible quality,33,31,23,3
tweet_398,Google is a pathetic what do you think?,negative,Google,2025-08-22 22:01:18,user_172,18,210,8457,google is a pathetic what do you think?,google pathetic think ?,google pathetic think,39,39,21,3
tweet_399,blown away Netflix! 💯,positive,Netflix,2025-08-05 13:53:09,user_77,7,208,423,blown away netflix!,blown away netflix !,blown away netflix,21,19,18,3
tweet_400,Tesla Model 3 is a pathetic RT @user:,negative,Tesla Model 3,2025-08-28 20:42:38,user_318,47,456,7157,tesla model 3 is a pathetic,tesla model 3 pathetic,tesla model pathetic,37,27,20,3
tweet_401,Climate Change is nothing special check this out!,neutral,Climate Change,2025-08-26 16:45:53,user_497,34,378,9330,climate change is nothing special check this out!,climate change nothing special check !,climate change nothing special check,49,49,36,5
tweet_402,Tesla Model 3 is a total disappointment check this out!,negative,Tesla Model 3,2025-08-16 09:11:38,user_130,48,62,9838,tesla model 3 is a total disappointment check this out!,tesla model 3 total disappointment check !,tesla model total disappointment check,55,55,38,5
tweet_403,amazing product Apple! via @user,positive,Apple,2025-08-19 03:51:25,user_297,79,152,8580,amazing product apple! via,amazing product apple !,amazing product apple,32,26,21,3
tweet_404,top notch Amazon! 😢,positive,Amazon,2025-08-15 11:35:50,user_56,72,378,7675,top notch amazon!,top notch amazon !,top notch amazon,19,17,16,3
tweet_405,fantastic experience Climate Change! #hashtag,positive,Climate Change,2025-08-13 22:38:36,user_157,70,427,1517,fantastic experience climate change! hashtag,fantastic experience climate change ! hashtag,fantastic experience climate change hashtag,45,44,43,5
tweet_406,iPhone 15 is a disgusting omg,negative,iPhone 15,2025-08-23 13:20:46,user_75,83,56,4570,iphone 15 is a disgusting omg,iphone 15 disgusting omg,iphone disgusting omg,29,29,21,3
tweet_407,outstanding Climate Change! 💯,positive,Climate Change,2025-08-24 07:18:03,user_378,56,431,7695,outstanding climate change!,outstanding climate change !,outstanding climate change,29,27,26,3
tweet_408,Apple is nothing special #hashtag,neutral,Apple,2025-08-20 21:56:51,user_280,81,219,5829,apple is nothing special hashtag,apple nothing special hashtag,apple nothing special hashtag,33,32,29,4
tweet_409,Climate Change is as expected 💯,neutral,Climate Change,2025-08-12 06:01:14,user_63,14,496,8840,climate change is as expected,climate change expected,climate change expected,31,29,23,3
tweet_410,Amazon is not bad RT @user:,neutral,Amazon,2025-08-26 23:20:49,user_293,56,192,4397,amazon is not bad,amazon not bad,amazon not bad,27,17,14,3
tweet_411,Olympics 2024 is could be better lol,neutral,Olympics 2024,2025-08-31 03:30:13,user_316,12,92,72,olympics 2024 is could be better lol,olympics 2024 could better lol,olympics could better lol,36,36,25,4
tweet_412,NETFLIX IS FAIR PRICE OMG,neutral,Netflix,2025-08-05 10:09:32,user_88,68,495,4084,netflix is fair price omg,netflix fair price omg,netflix fair price omg,25,25,22,4
tweet_413,exceeded expectations Apple! 😢,positive,Apple,2025-08-08 21:47:27,user_142,95,183,4297,exceeded expectations apple!,exceeded expectations apple !,exceeded expectation apple,30,28,26,3
tweet_414,blown away Apple! 💯,positive,Apple,2025-08-30 16:14:23,user_303,99,385,7622,blown away apple!,blown away apple !,blown away apple,19,17,16,3
tweet_415,iPhone 15 is moderate 😍,neutral,iPhone 15,2025-08-15 13:05:03,user_72,96,334,6773,iphone 15 is moderate,iphone 15 moderate,iphone moderate,23,21,15,2
tweet_416,amazing product Climate Change! 🔥,positive,Climate Change,2025-08-24 23:23:04,user_442,50,176,9942,amazing product climate change!,amazing product climate change !,amazing product climate change,33,31,30,4
tweet_417,incredible quality Olympics 2024! #amazing,positive,Olympics 2024,2025-08-14 08:01:50,user_116,34,433,8463,incredible quality olympics 2024! amazing,incredible quality olympics 2024 ! amazing,incredible quality olympics amazing,42,41,35,4
tweet_418,Tesla Model 3 is standard quality omg,neutral,Tesla Model 3,2025-08-07 00:25:12,user_113,40,147,8214,tesla model 3 is standard quality omg,tesla model 3 standard quality omg,tesla model standard quality omg,37,37,32,5
tweet_419,top notch Tesla Model 3! #fail,positive,Tesla Model 3,2025-08-06 03:01:11,user_371,2,249,2997,top notch tesla model 3! fail,top notch tesla model 3 ! fail,top notch tesla model fail,30,29,26,5
tweet_420,blown away Microsoft! lol,positive,Microsoft,2025-08-04 01:07:10,user_424,64,166,1567,blown away microsoft! lol,blown away microsoft ! lol,blown away microsoft lol,25,25,24,4
tweet_421,Olympics 2024 is as expected RT @user:,neutral,Olympics 2024,2025-08-07 08:45:50,user_207,85,422,5849,olympics 2024 is as expected,olympics 2024 expected,olympics expected,38,28,17,2
tweet_422,love this Climate Change! thoughts?,positive,Climate Change,2025-08-18 22:38:26,user_107,27,411,2221,love this climate change! thoughts?,love climate change ! thoughts ?,love climate change thought,35,35,27,4
tweet_423,exceeded expectations Olympics 2024! check this out!,positive,Olympics 2024,2025-08-16 18:11:14,user_369,65,7,9297,exceeded expectations olympics 2024! check this out!,exceeded expectations olympics 2024 ! check !,exceeded expectation olympics check,52,52,35,4
tweet_424,Tesla Model 3 is a worst purchase via @user,negative,Tesla Model 3,2025-08-20 23:35:21,user_371,7,236,8368,tesla model 3 is a worst purchase via,tesla model 3 worst purchase,tesla model worst purchase,43,37,26,4
tweet_425,iPhone 15 is a total disappointment #hate,negative,iPhone 15,2025-08-23 05:58:31,user_128,48,39,3323,iphone 15 is a total disappointment hate,iphone 15 total disappointment hate,iphone total disappointment hate,41,40,32,4
tweet_426,Tesla Model 3 is a broken thoughts?,negative,Tesla Model 3,2025-08-14 18:31:41,user_87,24,161,294,tesla model 3 is a broken thoughts?,tesla model 3 broken thoughts ?,tesla model broken thought,35,35,26,4
tweet_427,Microsoft is a total disappointment #hate,negative,Microsoft,2025-08-06 22:09:00,user_466,11,49,583,microsoft is a total disappointment hate,microsoft total disappointment hate,microsoft total disappointment hate,41,40,35,4
tweet_428,iPhone 15 is as expected 👍,neutral,iPhone 15,2025-08-02 21:04:16,user_151,99,77,7422,iphone 15 is as expected,iphone 15 expected,iphone expected,26,24,15,2
tweet_429,highly recommend Climate Change! check this out!,positive,Climate Change,2025-08-10 13:48:41,user_83,85,151,5340,highly recommend climate change! check this out!,highly recommend climate change ! check !,highly recommend climate change check,48,48,37,5
tweet_430,Netflix is a frustrating experience #hashtag,negative,Netflix,2025-08-02 22:23:58,user_174,87,422,843,netflix is a frustrating experience hashtag,netflix frustrating experience hashtag,netflix frustrating experience hashtag,44,43,38,4
tweet_431,Apple is a horrible 😢,negative,Apple,2025-08-17 04:36:19,user_93,90,485,9575,apple is a horrible,apple horrible,apple horrible,21,19,14,2
tweet_432,highly recommend iPhone 15! #hate,positive,iPhone 15,2025-08-11 20:39:44,user_366,1,104,915,highly recommend iphone 15! hate,highly recommend iphone 15 ! hate,highly recommend iphone hate,33,32,28,4
tweet_433,Netflix is typical via @user,neutral,Netflix,2025-08-09 20:50:49,user_3,95,17,3751,netflix is typical via,netflix typical,netflix typical,28,22,15,2
